"List_Number","SOA","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_end_of_familiarization","correct_instructions","correct_keyboard_response","correct_new_keyboard_response","count_Familiarization","count_Test_loop","count_about_this_template","count_blank_screen","count_blank_screen_1","count_blank_screen_2","count_blank_screen_3","count_blank_screen_test","count_blank_screen_test_1","count_blink_screen","count_blink_screen_1","count_blink_screen_test","count_block_loop","count_calibrate","count_calibrate_2","count_calibrate_3","count_delay","count_delay_1","count_end_of_experiment","count_end_of_familiarization","count_end_of_practice","count_end_of_study","count_end_of_trial","count_end_of_trial_1","count_equal_instruction","count_ex_instruction","count_experiment","count_experimental_loop","count_experimental_loop_1","count_experimenter","count_familiarization_sequence","count_feedback","count_fixation_NT","count_fixation_NT_1","count_fixation_NT_2","count_inline_blink","count_inline_blink_1","count_inline_fixation","count_inline_fixation_1","count_inline_stimuli","count_inline_stimulus","count_instruction_cue","count_instructions","count_keyboard_response","count_log_end_of_exp","count_log_end_of_practice","count_log_test","count_logger","count_loop","count_new_inline_script","count_new_keyboard_response","count_new_logger","count_new_logger_1","count_new_logger_1_1","count_new_loop","count_new_pygaze_init","count_new_pygaze_stop_recording","count_new_pygaze_stop_recording_1","count_new_sketchpad","count_new_sketchpad_1","count_new_sketchpad_2","count_new_sketchpad_3","count_new_sketchpad_6","count_new_sketchpad_7","count_new_sketchpad_8","count_plus_instruction","count_post_cue","count_post_cue_1","count_practice_loop","count_press_key","count_record_study","count_reset_feedback","count_sketchpad","count_start_recording_test","count_stimuli","count_stimuli_1","count_stimuli_test","count_test_instructions","count_test_log","count_test_sequence","count_trial_sequence","count_trial_sequence_1","count_trial_sequence_1_1","datetime","description","disable_garbage_collection","e_SO","empty_column","eq_sq","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","instruction","keyboard_backend","live_row","live_row_Familiarization","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_end_of_experiment","response_end_of_familiarization","response_end_of_practice","response_end_of_study","response_experimenter","response_feedback","response_instructions","response_keyboard_response","response_new_keyboard_response","response_new_sketchpad","response_new_sketchpad_1","response_new_sketchpad_3","response_new_sketchpad_6","response_new_sketchpad_7","response_new_sketchpad_8","response_press_key","response_test_instructions","response_time","response_time_end_of_experiment","response_time_end_of_familiarization","response_time_end_of_practice","response_time_end_of_study","response_time_experimenter","response_time_feedback","response_time_instructions","response_time_keyboard_response","response_time_new_keyboard_response","response_time_new_sketchpad","response_time_new_sketchpad_1","response_time_new_sketchpad_3","response_time_new_sketchpad_6","response_time_new_sketchpad_7","response_time_new_sketchpad_8","response_time_press_key","response_time_test_instructions","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Familiarization","time_Test_loop","time_about_this_template","time_blank_screen","time_blank_screen_1","time_blank_screen_2","time_blank_screen_3","time_blank_screen_test","time_blank_screen_test_1","time_blink_screen","time_blink_screen_1","time_blink_screen_test","time_block_loop","time_calibrate","time_calibrate_2","time_calibrate_3","time_delay","time_delay_1","time_end_of_experiment","time_end_of_familiarization","time_end_of_practice","time_end_of_study","time_end_of_trial","time_end_of_trial_1","time_equal_instruction","time_ex_instruction","time_experiment","time_experimental_loop","time_experimental_loop_1","time_experimenter","time_familiarization_sequence","time_feedback","time_fixation_NT","time_fixation_NT_1","time_fixation_NT_2","time_inline_blink","time_inline_blink_1","time_inline_fixation","time_inline_fixation_1","time_inline_stimuli","time_inline_stimulus","time_instruction_cue","time_instructions","time_keyboard_response","time_log_end_of_exp","time_log_end_of_practice","time_log_test","time_logger","time_loop","time_new_inline_script","time_new_keyboard_response","time_new_logger","time_new_logger_1","time_new_logger_1_1","time_new_loop","time_new_pygaze_init","time_new_pygaze_stop_recording","time_new_pygaze_stop_recording_1","time_new_sketchpad","time_new_sketchpad_1","time_new_sketchpad_2","time_new_sketchpad_3","time_new_sketchpad_6","time_new_sketchpad_7","time_new_sketchpad_8","time_plus_instruction","time_post_cue","time_post_cue_1","time_practice_loop","time_press_key","time_record_study","time_reset_feedback","time_sketchpad","time_start_recording_test","time_stimuli","time_stimuli_1","time_stimuli_test","time_test_instructions","time_test_log","time_test_sequence","time_trial_sequence","time_trial_sequence_1","time_trial_sequence_1_1","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word"
"NA","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","0","NA","NA","0","NA","NA","0","NA","NA","NA","0","0","0","0","NA","0","0","0","0","0","NA","NA","NA","0","NA","0","NA","2","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","NA","0","NA","NA","NA","NA","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","0","0","NA","NA","NA","NA","0","NA","NA","0","NA","NA","NA","0","NA","Sat Feb 22 16:44:41 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AB.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","0","2","0","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS016.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","k","NA","k","NA","NA","NA","NA","k","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10758","NA","10758","NA","NA","NA","NA","52253","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","16","even","94726","NA","NA","215844","NA","NA","214336","NA","NA","214840","NA","NA","NA","121392","NA","NA","219849","NA","NA","110633","NA","NA","223348","NA","NA","NA","3383","NA","NA","NA","105585","NA","216349","NA","NA","NA","NA","NA","NA","NA","NA","105590","42467","NA","NA","223843","NA","NA","NA","NA","NA","NA","223845","NA","NA","3387","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","220349","NA","211671","NA","NA","NA","NA","NA","216849","NA","NA","NA","NA","NA","NA","214331","NA","Extended template","0","0","0","yes","1024","MUG"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","1","NA","NA","1","NA","NA","1","NA","NA","NA","0","0","0","1","NA","0","0","0","0","1","NA","NA","NA","0","NA","0","NA","2","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","NA","1","NA","NA","NA","NA","NA","NA","1","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","0","0","NA","NA","NA","NA","1","NA","NA","0","NA","NA","NA","1","NA","Sat Feb 22 16:44:41 2020","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AB.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","1","2","1","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS016.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","k","NA","k","NA","NA","NA","NA","k","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10758","NA","10758","NA","NA","NA","NA","52253","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","16","even","94726","NA","NA","227452","NA","NA","225944","NA","NA","226448","NA","NA","NA","121392","NA","NA","231456","NA","NA","110633","NA","NA","234954","NA","NA","NA","3383","NA","NA","NA","105585","NA","227956","NA","NA","NA","NA","NA","NA","NA","NA","105590","42467","NA","NA","235449","NA","NA","NA","NA","NA","NA","235451","NA","NA","3387","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","232955","NA","211671","NA","NA","NA","NA","NA","228455","NA","NA","NA","NA","NA","NA","225940","NA","Extended template","0","0","0","yes","1024","BAR"
"NA","2995","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","2","NA","NA","2","NA","NA","2","NA","NA","NA","0","0","0","2","NA","0","0","0","0","2","NA","NA","NA","0","NA","0","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","0","0","NA","NA","NA","NA","2","NA","NA","0","NA","NA","NA","2","NA","Sat Feb 22 16:44:41 2020","A template containing a practice and an experimental phase","yes","0","NA","square","Prod_SOA_AB.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","2","2","2","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS016.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","k","NA","k","NA","NA","NA","NA","k","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10758","NA","10758","NA","NA","NA","NA","52253","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","16","even","94726","NA","NA","238773","NA","NA","237265","NA","NA","237769","NA","NA","NA","121392","NA","NA","242777","NA","NA","110633","NA","NA","245785","NA","NA","NA","3383","NA","NA","NA","105585","NA","239277","NA","NA","NA","NA","NA","NA","NA","NA","105590","42467","NA","NA","246280","NA","NA","NA","NA","NA","NA","246282","NA","NA","3387","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","245776","NA","211671","NA","NA","NA","NA","NA","239777","NA","NA","NA","NA","NA","NA","237260","NA","Extended template","0","0","0","yes","1024","FOX"
"NA","2995","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","3","NA","NA","3","NA","NA","3","NA","NA","NA","0","0","0","3","NA","0","0","0","0","3","NA","NA","NA","0","NA","0","NA","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","NA","3","NA","NA","NA","NA","NA","NA","3","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","0","0","NA","NA","NA","NA","3","NA","NA","0","NA","NA","NA","3","NA","Sat Feb 22 16:44:41 2020","A template containing a practice and an experimental phase","yes","0","NA","square","Prod_SOA_AB.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","3","2","3","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS016.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","k","NA","k","NA","NA","NA","NA","k","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10758","NA","10758","NA","NA","NA","NA","52253","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","16","even","94726","NA","NA","249590","NA","NA","248081","NA","NA","248586","NA","NA","NA","121392","NA","NA","253593","NA","NA","110633","NA","NA","256602","NA","NA","NA","3383","NA","NA","NA","105585","NA","250094","NA","NA","NA","NA","NA","NA","NA","NA","105590","42467","NA","NA","257097","NA","NA","NA","NA","NA","NA","257099","NA","NA","3387","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","256593","NA","211671","NA","NA","NA","NA","NA","250593","NA","NA","NA","NA","NA","NA","248077","NA","Extended template","0","0","0","yes","1024","JAR"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","4","NA","NA","4","NA","NA","4","NA","NA","NA","0","0","0","4","NA","0","0","0","0","4","NA","NA","NA","0","NA","0","NA","2","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","NA","4","NA","NA","NA","NA","NA","NA","4","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","0","0","NA","NA","NA","NA","4","NA","NA","0","NA","NA","NA","4","NA","Sat Feb 22 16:44:41 2020","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AB.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","4","2","4","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS016.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","k","NA","k","NA","NA","NA","NA","k","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10758","NA","10758","NA","NA","NA","NA","52253","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","16","even","94726","NA","NA","260409","NA","NA","258900","NA","NA","259405","NA","NA","NA","121392","NA","NA","264413","NA","NA","110633","NA","NA","267912","NA","NA","NA","3383","NA","NA","NA","105585","NA","260913","NA","NA","NA","NA","NA","NA","NA","NA","105590","42467","NA","NA","268407","NA","NA","NA","NA","NA","NA","268409","NA","NA","3387","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","265913","NA","211671","NA","NA","NA","NA","NA","261413","NA","NA","NA","NA","NA","NA","258896","NA","Extended template","0","0","0","yes","1024","PET"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","5","NA","NA","5","NA","NA","5","NA","NA","NA","0","0","0","5","NA","0","0","0","0","5","NA","NA","NA","0","NA","0","NA","2","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","NA","5","NA","NA","NA","NA","NA","NA","5","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","0","0","NA","NA","NA","NA","5","NA","NA","0","NA","NA","NA","5","NA","Sat Feb 22 16:44:41 2020","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AB.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","5","2","5","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS016.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","k","NA","k","NA","NA","NA","NA","k","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10758","NA","10758","NA","NA","NA","NA","52253","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","16","even","94726","NA","NA","271720","NA","NA","270211","NA","NA","270716","NA","NA","NA","121392","NA","NA","275724","NA","NA","110633","NA","NA","279223","NA","NA","NA","3383","NA","NA","NA","105585","NA","272224","NA","NA","NA","NA","NA","NA","NA","NA","105590","42467","NA","NA","279718","NA","NA","NA","NA","NA","NA","279720","NA","NA","3387","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","277223","NA","211671","NA","NA","NA","NA","NA","272724","NA","NA","NA","NA","NA","NA","270207","NA","Extended template","0","0","0","yes","1024","PEN"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","6","NA","NA","6","NA","NA","6","NA","NA","NA","0","0","0","6","NA","0","0","0","0","6","NA","NA","NA","0","NA","0","NA","2","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","NA","6","NA","NA","NA","NA","NA","NA","6","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","0","0","NA","NA","NA","NA","6","NA","NA","0","NA","NA","NA","6","NA","Sat Feb 22 16:44:41 2020","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AB.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","6","2","6","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS016.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","k","NA","k","NA","NA","NA","NA","k","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10758","NA","10758","NA","NA","NA","NA","52253","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","16","even","94726","NA","NA","283031","NA","NA","281523","NA","NA","282027","NA","NA","NA","121392","NA","NA","287035","NA","NA","110633","NA","NA","290533","NA","NA","NA","3383","NA","NA","NA","105585","NA","283535","NA","NA","NA","NA","NA","NA","NA","NA","105590","42467","NA","NA","291028","NA","NA","NA","NA","NA","NA","291030","NA","NA","3387","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","288534","NA","211671","NA","NA","NA","NA","NA","284035","NA","NA","NA","NA","NA","NA","281518","NA","Extended template","0","0","0","yes","1024","SEA"
"NA","2995","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","7","NA","NA","7","NA","NA","7","NA","NA","NA","0","0","0","7","NA","0","0","0","0","7","NA","NA","NA","0","NA","0","NA","2","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","NA","7","NA","NA","NA","NA","NA","NA","7","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","0","0","NA","NA","NA","NA","7","NA","NA","0","NA","NA","NA","7","NA","Sat Feb 22 16:44:41 2020","A template containing a practice and an experimental phase","yes","0","NA","square","Prod_SOA_AB.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","7","2","7","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS016.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","k","NA","k","NA","NA","NA","NA","k","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10758","NA","10758","NA","NA","NA","NA","52253","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","16","even","94726","NA","NA","294341","NA","NA","292833","NA","NA","293337","NA","NA","NA","121392","NA","NA","298345","NA","NA","110633","NA","NA","301351","NA","NA","NA","3383","NA","NA","NA","105585","NA","294845","NA","NA","NA","NA","NA","NA","NA","NA","105590","42467","NA","NA","301846","NA","NA","NA","NA","NA","NA","301848","NA","NA","3387","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","301345","NA","211671","NA","NA","NA","NA","NA","295344","NA","NA","NA","NA","NA","NA","292828","NA","Extended template","0","0","0","yes","1024","HAT"
"NA","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","8","NA","NA","8","NA","NA","8","NA","NA","NA","0","0","0","8","NA","0","0","0","0","8","NA","NA","NA","0","NA","0","NA","2","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","NA","8","NA","NA","NA","NA","NA","NA","8","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8","NA","0","0","NA","NA","NA","NA","8","NA","NA","0","NA","NA","NA","8","NA","Sat Feb 22 16:44:41 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AB.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","8","2","8","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS016.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","k","NA","k","NA","NA","NA","NA","k","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10758","NA","10758","NA","NA","NA","NA","52253","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","16","even","94726","NA","NA","305158","NA","NA","303650","NA","NA","304154","NA","NA","NA","121392","NA","NA","309162","NA","NA","110633","NA","NA","312661","NA","NA","NA","3383","NA","NA","NA","105585","NA","305662","NA","NA","NA","NA","NA","NA","NA","NA","105590","42467","NA","NA","313156","NA","NA","NA","NA","NA","NA","313158","NA","NA","3387","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","309661","NA","211671","NA","NA","NA","NA","NA","306162","NA","NA","NA","NA","NA","NA","303645","NA","Extended template","0","0","0","yes","1024","SUN"
"NA","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","9","NA","NA","9","NA","NA","9","NA","NA","NA","0","0","0","9","NA","0","0","0","0","9","NA","NA","NA","0","NA","0","NA","2","NA","9","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","NA","9","NA","NA","NA","NA","NA","NA","9","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9","NA","0","0","NA","NA","NA","NA","9","NA","NA","0","NA","NA","NA","9","NA","Sat Feb 22 16:44:41 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AB.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","9","2","9","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS016.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","k","NA","k","NA","NA","NA","NA","k","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10758","NA","10758","NA","NA","NA","NA","52253","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","16","even","94726","NA","NA","316468","NA","NA","314960","NA","NA","315464","NA","NA","NA","121392","NA","NA","320474","NA","NA","110633","NA","NA","323974","NA","NA","NA","3383","NA","NA","NA","105585","NA","316972","NA","NA","NA","NA","NA","NA","NA","NA","105590","42467","NA","NA","324469","NA","NA","NA","NA","NA","NA","324471","NA","NA","3387","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","320974","NA","211671","NA","NA","NA","NA","NA","317474","NA","NA","NA","NA","NA","NA","314956","NA","Extended template","0","0","0","yes","1024","CAR"
