"List_Number","SOA","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_end_of_familiarization","correct_instructions","correct_keyboard_response","correct_new_keyboard_response","count_Familiarization","count_Test_loop","count_about_this_template","count_blank_screen","count_blank_screen_1","count_blank_screen_2","count_blank_screen_2_1","count_blank_screen_3","count_blink_screen","count_blink_screen_1","count_blink_screen_1_1","count_block_loop","count_calibrate","count_calibrate_1","count_calibrate_2","count_delay","count_delay_1","count_end_of_experiment","count_end_of_familiarization","count_end_of_practice","count_end_of_study","count_end_of_trial","count_end_of_trial_1","count_equal_instruction","count_ex_instruction","count_experiment","count_experimental_loop","count_experimental_loop_1","count_experimenter","count_eyetracking_init","count_familiarization_sequence","count_feedback","count_fixation_NT","count_fixation_NT_1","count_fixation_NT_2","count_inline_blank","count_inline_blank_1","count_inline_fixation","count_inline_fixation_1","count_inline_script","count_inline_stimulus","count_inline_stimulus_1","count_instruction_cue","count_instructions","count_keyboard_response","count_log_end_of_trial","count_log_end_of_trial_1","count_log_test","count_logger","count_loop","count_new_inline_script","count_new_inline_script_2","count_new_inline_script_3","count_new_keyboard_response","count_new_logger","count_new_logger_1","count_new_logger_1_1","count_new_loop","count_new_pygaze_stop_recording","count_new_sketchpad","count_new_sketchpad_1","count_new_sketchpad_2","count_new_sketchpad_3","count_plus_instruction","count_post_cue","count_post_cue_1","count_practice_loop","count_press_key","count_record_study","count_record_test","count_reset_feedback","count_sketchpad","count_stimuli","count_stimuli_1","count_stimulus_test","count_stop_test","count_test_instructions","count_test_log","count_test_sequence","count_trial_sequence","count_trial_sequence_1","count_trial_sequence_1_1","datetime","description","disable_garbage_collection","e_SO","empty_column","eq_sq","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","instruction","keyboard_backend","live_row","live_row_Familiarization","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_end_of_experiment","response_end_of_familiarization","response_end_of_practice","response_end_of_study","response_experimenter","response_feedback","response_instructions","response_keyboard_response","response_new_keyboard_response","response_new_sketchpad","response_new_sketchpad_1","response_new_sketchpad_3","response_press_key","response_test_instructions","response_time","response_time_end_of_experiment","response_time_end_of_familiarization","response_time_end_of_practice","response_time_end_of_study","response_time_experimenter","response_time_feedback","response_time_instructions","response_time_keyboard_response","response_time_new_keyboard_response","response_time_new_sketchpad","response_time_new_sketchpad_1","response_time_new_sketchpad_3","response_time_press_key","response_time_test_instructions","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Familiarization","time_Test_loop","time_about_this_template","time_blank_screen","time_blank_screen_1","time_blank_screen_2","time_blank_screen_2_1","time_blank_screen_3","time_blink_screen","time_blink_screen_1","time_blink_screen_1_1","time_block_loop","time_calibrate","time_calibrate_1","time_calibrate_2","time_delay","time_delay_1","time_end_of_experiment","time_end_of_familiarization","time_end_of_practice","time_end_of_study","time_end_of_trial","time_end_of_trial_1","time_equal_instruction","time_ex_instruction","time_experiment","time_experimental_loop","time_experimental_loop_1","time_experimenter","time_eyetracking_init","time_familiarization_sequence","time_feedback","time_fixation_NT","time_fixation_NT_1","time_fixation_NT_2","time_inline_blank","time_inline_blank_1","time_inline_fixation","time_inline_fixation_1","time_inline_script","time_inline_stimulus","time_inline_stimulus_1","time_instruction_cue","time_instructions","time_keyboard_response","time_log_end_of_trial","time_log_end_of_trial_1","time_log_test","time_logger","time_loop","time_new_inline_script","time_new_inline_script_2","time_new_inline_script_3","time_new_keyboard_response","time_new_logger","time_new_logger_1","time_new_logger_1_1","time_new_loop","time_new_pygaze_stop_recording","time_new_sketchpad","time_new_sketchpad_1","time_new_sketchpad_2","time_new_sketchpad_3","time_plus_instruction","time_post_cue","time_post_cue_1","time_practice_loop","time_press_key","time_record_study","time_record_test","time_reset_feedback","time_sketchpad","time_stimuli","time_stimuli_1","time_stimulus_test","time_stop_test","time_test_instructions","time_test_log","time_test_sequence","time_trial_sequence","time_trial_sequence_1","time_trial_sequence_1_1","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word"
"NA","2995","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","0","0","NA","NA","NA","0","NA","NA","NA","0","0","0","0","NA","0","0","0","0","0","NA","NA","NA","0","NA","0","NA","0","2","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","0","0","NA","NA","NA","NA","0","NA","NA","NA","0","NA","NA","NA","0","NA","Fri Feb 21 16:44:03 2020","A template containing a practice and an experimental phase","yes","0","NA","square","Prod_SOA_BA.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","0","2","0","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS015.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","5070","NA","5070","NA","NA","NA","NA","4164","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","15","odd","166091","NA","NA","191016","192524","NA","NA","NA","191519","NA","NA","NA","187059","NA","NA","196526","NA","NA","181988","NA","NA","199544","NA","NA","NA","2774","NA","NA","NA","2777","176940","NA","193028","NA","NA","NA","NA","NA","NA","NA","NA","NA","176945","161927","NA","200039","NA","NA","NA","NA","NA","NA","NA","NA","NA","200041","NA","NA","NA","NA","NA","NA","NA","NA","199527","NA","188929","NA","NA","NA","NA","NA","193527","NA","NA","NA","NA","NA","NA","NA","191012","NA","Extended template","0","0","0","yes","1024","JAR"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","1","1","NA","NA","NA","1","NA","NA","NA","0","0","0","1","NA","0","0","0","0","1","NA","NA","NA","0","NA","0","NA","0","2","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","0","0","NA","NA","NA","NA","1","NA","NA","NA","0","NA","NA","NA","1","NA","Fri Feb 21 16:44:03 2020","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_BA.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","1","2","1","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS015.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","5070","NA","5070","NA","NA","NA","NA","4164","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","15","odd","166091","NA","NA","202113","203619","NA","NA","NA","202616","NA","NA","NA","187059","NA","NA","207623","NA","NA","181988","NA","NA","211122","NA","NA","NA","2774","NA","NA","NA","2777","176940","NA","204124","NA","NA","NA","NA","NA","NA","NA","NA","NA","176945","161927","NA","211617","NA","NA","NA","NA","NA","NA","NA","NA","NA","211619","NA","NA","NA","NA","NA","NA","NA","NA","209122","NA","188929","NA","NA","NA","NA","NA","204623","NA","NA","NA","NA","NA","NA","NA","202109","NA","Extended template","0","0","0","yes","1024","BAR"
"NA","2995","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","2","2","NA","NA","NA","2","NA","NA","NA","0","0","0","2","NA","0","0","0","0","2","NA","NA","NA","0","NA","0","NA","0","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","0","0","NA","NA","NA","NA","2","NA","NA","NA","0","NA","NA","NA","2","NA","Fri Feb 21 16:44:03 2020","A template containing a practice and an experimental phase","yes","0","NA","square","Prod_SOA_BA.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","2","2","2","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS015.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","5070","NA","5070","NA","NA","NA","NA","4164","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","15","odd","166091","NA","NA","213447","214953","NA","NA","NA","213950","NA","NA","NA","187059","NA","NA","218955","NA","NA","181988","NA","NA","221961","NA","NA","NA","2774","NA","NA","NA","2777","176940","NA","215457","NA","NA","NA","NA","NA","NA","NA","NA","NA","176945","161927","NA","222456","NA","NA","NA","NA","NA","NA","NA","NA","NA","222458","NA","NA","NA","NA","NA","NA","NA","NA","221955","NA","188929","NA","NA","NA","NA","NA","215956","NA","NA","NA","NA","NA","NA","NA","213444","NA","Extended template","0","0","0","yes","1024","TOY"
"NA","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","3","3","NA","NA","NA","3","NA","NA","NA","0","0","0","3","NA","0","0","0","0","3","NA","NA","NA","0","NA","0","NA","0","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","0","0","NA","NA","NA","NA","3","NA","NA","NA","0","NA","NA","NA","3","NA","Fri Feb 21 16:44:03 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_BA.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","3","2","3","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS015.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","5070","NA","5070","NA","NA","NA","NA","4164","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","15","odd","166091","NA","NA","224286","225793","NA","NA","NA","224789","NA","NA","NA","187059","NA","NA","229796","NA","NA","181988","NA","NA","233296","NA","NA","NA","2774","NA","NA","NA","2777","176940","NA","226297","NA","NA","NA","NA","NA","NA","NA","NA","NA","176945","161927","NA","233791","NA","NA","NA","NA","NA","NA","NA","NA","NA","233793","NA","NA","NA","NA","NA","NA","NA","NA","230296","NA","188929","NA","NA","NA","NA","NA","226796","NA","NA","NA","NA","NA","NA","NA","224282","NA","Extended template","0","0","0","yes","1024","CAR"
"NA","2995","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","4","4","NA","NA","NA","4","NA","NA","NA","0","0","0","4","NA","0","0","0","0","4","NA","NA","NA","0","NA","0","NA","0","2","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","0","0","NA","NA","NA","NA","4","NA","NA","NA","0","NA","NA","NA","4","NA","Fri Feb 21 16:44:03 2020","A template containing a practice and an experimental phase","yes","0","NA","square","Prod_SOA_BA.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","4","2","4","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS015.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","5070","NA","5070","NA","NA","NA","NA","4164","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","15","odd","166091","NA","NA","235625","237131","NA","NA","NA","236128","NA","NA","NA","187059","NA","NA","241134","NA","NA","181988","NA","NA","244143","NA","NA","NA","2774","NA","NA","NA","2777","176940","NA","237636","NA","NA","NA","NA","NA","NA","NA","NA","NA","176945","161927","NA","244638","NA","NA","NA","NA","NA","NA","NA","NA","NA","244640","NA","NA","NA","NA","NA","NA","NA","NA","244134","NA","188929","NA","NA","NA","NA","NA","238135","NA","NA","NA","NA","NA","NA","NA","235621","NA","Extended template","0","0","0","yes","1024","FOX"
"NA","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","5","5","NA","NA","NA","5","NA","NA","NA","0","0","0","5","NA","0","0","0","0","5","NA","NA","NA","0","NA","0","NA","0","2","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","0","0","NA","NA","NA","NA","5","NA","NA","NA","0","NA","NA","NA","5","NA","Fri Feb 21 16:44:03 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_BA.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","5","2","5","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS015.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","5070","NA","5070","NA","NA","NA","NA","4164","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","15","odd","166091","NA","NA","246469","247975","NA","NA","NA","246972","NA","NA","NA","187059","NA","NA","251978","NA","NA","181988","NA","NA","255476","NA","NA","NA","2774","NA","NA","NA","2777","176940","NA","248479","NA","NA","NA","NA","NA","NA","NA","NA","NA","176945","161927","NA","255971","NA","NA","NA","NA","NA","NA","NA","NA","NA","255973","NA","NA","NA","NA","NA","NA","NA","NA","252477","NA","188929","NA","NA","NA","NA","NA","248978","NA","NA","NA","NA","NA","NA","NA","246465","NA","Extended template","0","0","0","yes","1024","MUG"
"NA","2995","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","6","6","NA","NA","NA","6","NA","NA","NA","0","0","0","6","NA","0","0","0","0","6","NA","NA","NA","0","NA","0","NA","0","2","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","0","0","NA","NA","NA","NA","6","NA","NA","NA","0","NA","NA","NA","6","NA","Fri Feb 21 16:44:03 2020","A template containing a practice and an experimental phase","yes","0","NA","square","Prod_SOA_BA.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","6","2","6","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS015.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","5070","NA","5070","NA","NA","NA","NA","4164","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","15","odd","166091","NA","NA","257801","259308","NA","NA","NA","258304","NA","NA","NA","187059","NA","NA","263311","NA","NA","181988","NA","NA","266327","NA","NA","NA","2774","NA","NA","NA","2777","176940","NA","259812","NA","NA","NA","NA","NA","NA","NA","NA","NA","176945","161927","NA","266822","NA","NA","NA","NA","NA","NA","NA","NA","NA","266824","NA","NA","NA","NA","NA","NA","NA","NA","266311","NA","188929","NA","NA","NA","NA","NA","260311","NA","NA","NA","NA","NA","NA","NA","257797","NA","Extended template","0","0","0","yes","1024","HAT"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","7","7","NA","NA","NA","7","NA","NA","NA","0","0","0","7","NA","0","0","0","0","7","NA","NA","NA","0","NA","0","NA","0","2","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","0","0","NA","NA","NA","NA","7","NA","NA","NA","0","NA","NA","NA","7","NA","Fri Feb 21 16:44:03 2020","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_BA.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","7","2","7","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS015.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","5070","NA","5070","NA","NA","NA","NA","4164","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","15","odd","166091","NA","NA","268653","270159","NA","NA","NA","269156","NA","NA","NA","187059","NA","NA","274162","NA","NA","181988","NA","NA","277660","NA","NA","NA","2774","NA","NA","NA","2777","176940","NA","270664","NA","NA","NA","NA","NA","NA","NA","NA","NA","176945","161927","NA","278155","NA","NA","NA","NA","NA","NA","NA","NA","NA","278157","NA","NA","NA","NA","NA","NA","NA","NA","275661","NA","188929","NA","NA","NA","NA","NA","271163","NA","NA","NA","NA","NA","NA","NA","268649","NA","Extended template","0","0","0","yes","1024","PEN"
"NA","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","8","8","NA","NA","NA","8","NA","NA","NA","0","0","0","8","NA","0","0","0","0","8","NA","NA","NA","0","NA","0","NA","0","2","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","8","NA","0","0","NA","NA","NA","NA","8","NA","NA","NA","0","NA","NA","NA","8","NA","Fri Feb 21 16:44:03 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_BA.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","8","2","8","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS015.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","5070","NA","5070","NA","NA","NA","NA","4164","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","15","odd","166091","NA","NA","279986","281492","NA","NA","NA","280489","NA","NA","NA","187059","NA","NA","285496","NA","NA","181988","NA","NA","288994","NA","NA","NA","2774","NA","NA","NA","2777","176940","NA","281997","NA","NA","NA","NA","NA","NA","NA","NA","NA","176945","161927","NA","289489","NA","NA","NA","NA","NA","NA","NA","NA","NA","289491","NA","NA","NA","NA","NA","NA","NA","NA","285995","NA","188929","NA","NA","NA","NA","NA","282496","NA","NA","NA","NA","NA","NA","NA","279982","NA","Extended template","0","0","0","yes","1024","CAT"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","9","9","NA","NA","NA","9","NA","NA","NA","0","0","0","9","NA","0","0","0","0","9","NA","NA","NA","0","NA","0","NA","0","2","NA","9","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","9","NA","NA","NA","NA","NA","NA","NA","NA","NA","9","NA","NA","NA","NA","NA","NA","NA","NA","9","NA","0","0","NA","NA","NA","NA","9","NA","NA","NA","0","NA","NA","NA","9","NA","Fri Feb 21 16:44:03 2020","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_BA.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","9","2","9","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS015.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","5070","NA","5070","NA","NA","NA","NA","4164","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","15","odd","166091","NA","NA","291320","292826","NA","NA","NA","291823","NA","NA","NA","187059","NA","NA","296829","NA","NA","181988","NA","NA","300328","NA","NA","NA","2774","NA","NA","NA","2777","176940","NA","293331","NA","NA","NA","NA","NA","NA","NA","NA","NA","176945","161927","NA","300823","NA","NA","NA","NA","NA","NA","NA","NA","NA","300825","NA","NA","NA","NA","NA","NA","NA","NA","298329","NA","188929","NA","NA","NA","NA","NA","293830","NA","NA","NA","NA","NA","NA","NA","291316","NA","Extended template","0","0","0","yes","1024","SEA"
