"List_Number","SOA","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_end_of_familiarization","correct_instructions","correct_keyboard_response","correct_new_keyboard_response","count_Familiarization","count_Test_loop","count_about_this_template","count_blank_screen","count_blank_screen_1","count_blank_screen_2","count_blank_screen_2_1","count_blank_screen_3","count_blink_screen","count_blink_screen_1","count_blink_screen_1_1","count_block_loop","count_calibrate","count_calibrate_1","count_calibrate_2","count_delay","count_delay_1","count_end_of_experiment","count_end_of_familiarization","count_end_of_practice","count_end_of_study","count_end_of_trial","count_end_of_trial_1","count_equal_instruction","count_ex_instruction","count_experiment","count_experimental_loop","count_experimental_loop_1","count_experimenter","count_eyetracking_init","count_familiarization_sequence","count_feedback","count_fixation_NT","count_fixation_NT_1","count_fixation_NT_2","count_inline_blank","count_inline_blank_1","count_inline_fixation","count_inline_fixation_1","count_inline_script","count_inline_stimulus","count_inline_stimulus_1","count_instruction_cue","count_instructions","count_keyboard_response","count_log_end_of_trial","count_log_end_of_trial_1","count_log_test","count_logger","count_loop","count_new_inline_script","count_new_inline_script_2","count_new_inline_script_3","count_new_keyboard_response","count_new_logger","count_new_logger_1","count_new_logger_1_1","count_new_loop","count_new_pygaze_stop_recording","count_new_sketchpad","count_new_sketchpad_1","count_new_sketchpad_2","count_new_sketchpad_3","count_plus_instruction","count_post_cue","count_post_cue_1","count_practice_loop","count_press_key","count_record_study","count_record_test","count_reset_feedback","count_sketchpad","count_stimuli","count_stimuli_1","count_stimulus_test","count_stop_test","count_test_instructions","count_test_log","count_test_sequence","count_trial_sequence","count_trial_sequence_1","count_trial_sequence_1_1","datetime","description","disable_garbage_collection","e_SO","empty_column","eq_sq","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","instruction","keyboard_backend","live_row","live_row_Familiarization","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_end_of_experiment","response_end_of_familiarization","response_end_of_practice","response_end_of_study","response_experimenter","response_feedback","response_instructions","response_keyboard_response","response_new_keyboard_response","response_new_sketchpad","response_new_sketchpad_1","response_new_sketchpad_3","response_press_key","response_test_instructions","response_time","response_time_end_of_experiment","response_time_end_of_familiarization","response_time_end_of_practice","response_time_end_of_study","response_time_experimenter","response_time_feedback","response_time_instructions","response_time_keyboard_response","response_time_new_keyboard_response","response_time_new_sketchpad","response_time_new_sketchpad_1","response_time_new_sketchpad_3","response_time_press_key","response_time_test_instructions","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Familiarization","time_Test_loop","time_about_this_template","time_blank_screen","time_blank_screen_1","time_blank_screen_2","time_blank_screen_2_1","time_blank_screen_3","time_blink_screen","time_blink_screen_1","time_blink_screen_1_1","time_block_loop","time_calibrate","time_calibrate_1","time_calibrate_2","time_delay","time_delay_1","time_end_of_experiment","time_end_of_familiarization","time_end_of_practice","time_end_of_study","time_end_of_trial","time_end_of_trial_1","time_equal_instruction","time_ex_instruction","time_experiment","time_experimental_loop","time_experimental_loop_1","time_experimenter","time_eyetracking_init","time_familiarization_sequence","time_feedback","time_fixation_NT","time_fixation_NT_1","time_fixation_NT_2","time_inline_blank","time_inline_blank_1","time_inline_fixation","time_inline_fixation_1","time_inline_script","time_inline_stimulus","time_inline_stimulus_1","time_instruction_cue","time_instructions","time_keyboard_response","time_log_end_of_trial","time_log_end_of_trial_1","time_log_test","time_logger","time_loop","time_new_inline_script","time_new_inline_script_2","time_new_inline_script_3","time_new_keyboard_response","time_new_logger","time_new_logger_1","time_new_logger_1_1","time_new_loop","time_new_pygaze_stop_recording","time_new_sketchpad","time_new_sketchpad_1","time_new_sketchpad_2","time_new_sketchpad_3","time_plus_instruction","time_post_cue","time_post_cue_1","time_practice_loop","time_press_key","time_record_study","time_record_test","time_reset_feedback","time_sketchpad","time_stimuli","time_stimuli_1","time_stimulus_test","time_stop_test","time_test_instructions","time_test_log","time_test_sequence","time_trial_sequence","time_trial_sequence_1","time_trial_sequence_1_1","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word"
"NA","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","0","0","NA","NA","NA","0","NA","NA","NA","0","0","0","0","NA","0","0","0","0","0","NA","NA","NA","0","NA","0","NA","0","2","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","0","0","NA","NA","NA","NA","0","NA","NA","NA","0","NA","NA","NA","0","NA","Thu Mar 27 13:30:24 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_BA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","0","2","0","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-28.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","3539","NA","3539","NA","NA","NA","NA","1796","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","28","even","952011","NA","NA","975842","977348","NA","NA","NA","976345","NA","NA","NA","971435","NA","NA","981350","NA","NA","967895","NA","NA","984848","NA","NA","NA","3211","NA","NA","NA","3215","962847","NA","977852","NA","NA","NA","NA","NA","NA","NA","NA","NA","962852","950214","NA","985343","NA","NA","NA","NA","NA","NA","NA","NA","NA","985345","NA","NA","NA","NA","NA","NA","NA","NA","981849","NA","973137","NA","NA","NA","NA","NA","978351","NA","NA","NA","NA","NA","NA","NA","975838","NA","Extended template","0","0","0","yes","1024","CAT"
"NA","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","1","1","NA","NA","NA","1","NA","NA","NA","0","0","0","1","NA","0","0","0","0","1","NA","NA","NA","0","NA","0","NA","0","2","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","0","0","NA","NA","NA","NA","1","NA","NA","NA","0","NA","NA","NA","1","NA","Thu Mar 27 13:30:24 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_BA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","1","2","1","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-28.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","3539","NA","3539","NA","NA","NA","NA","1796","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","28","even","952011","NA","NA","987403","988909","NA","NA","NA","987906","NA","NA","NA","971435","NA","NA","992911","NA","NA","967895","NA","NA","996409","NA","NA","NA","3211","NA","NA","NA","3215","962847","NA","989413","NA","NA","NA","NA","NA","NA","NA","NA","NA","962852","950214","NA","996904","NA","NA","NA","NA","NA","NA","NA","NA","NA","996906","NA","NA","NA","NA","NA","NA","NA","NA","993410","NA","973137","NA","NA","NA","NA","NA","989912","NA","NA","NA","NA","NA","NA","NA","987399","NA","Extended template","0","0","0","yes","1024","SUN"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","2","2","NA","NA","NA","2","NA","NA","NA","0","0","0","2","NA","0","0","0","0","2","NA","NA","NA","0","NA","0","NA","0","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","0","0","NA","NA","NA","NA","2","NA","NA","NA","0","NA","NA","NA","2","NA","Thu Mar 27 13:30:24 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_BA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","2","2","2","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-28.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","3539","NA","3539","NA","NA","NA","NA","1796","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","28","even","952011","NA","NA","998687","1000193","NA","NA","NA","999190","NA","NA","NA","971435","NA","NA","1004195","NA","NA","967895","NA","NA","1007692","NA","NA","NA","3211","NA","NA","NA","3215","962847","NA","1000697","NA","NA","NA","NA","NA","NA","NA","NA","NA","962852","950214","NA","1008187","NA","NA","NA","NA","NA","NA","NA","NA","NA","1008189","NA","NA","NA","NA","NA","NA","NA","NA","1005694","NA","973137","NA","NA","NA","NA","NA","1001196","NA","NA","NA","NA","NA","NA","NA","998683","NA","Extended template","0","0","0","yes","1024","SEA"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","3","3","NA","NA","NA","3","NA","NA","NA","0","0","0","3","NA","0","0","0","0","3","NA","NA","NA","0","NA","0","NA","0","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","0","0","NA","NA","NA","NA","3","NA","NA","NA","0","NA","NA","NA","3","NA","Thu Mar 27 13:30:24 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_BA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","3","2","3","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-28.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","3539","NA","3539","NA","NA","NA","NA","1796","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","28","even","952011","NA","NA","1009971","1011477","NA","NA","NA","1010474","NA","NA","NA","971435","NA","NA","1015479","NA","NA","967895","NA","NA","1018976","NA","NA","NA","3211","NA","NA","NA","3215","962847","NA","1011981","NA","NA","NA","NA","NA","NA","NA","NA","NA","962852","950214","NA","1019472","NA","NA","NA","NA","NA","NA","NA","NA","NA","1019474","NA","NA","NA","NA","NA","NA","NA","NA","1016978","NA","973137","NA","NA","NA","NA","NA","1012480","NA","NA","NA","NA","NA","NA","NA","1009966","NA","Extended template","0","0","0","yes","1024","PET"
"NA","2995","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","4","4","NA","NA","NA","4","NA","NA","NA","0","0","0","4","NA","0","0","0","0","4","NA","NA","NA","0","NA","0","NA","0","2","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","0","0","NA","NA","NA","NA","4","NA","NA","NA","0","NA","NA","NA","4","NA","Thu Mar 27 13:30:24 2025","A template containing a practice and an experimental phase","yes","0","NA","square","Prod_SOA_BA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","4","2","4","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-28.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","3539","NA","3539","NA","NA","NA","NA","1796","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","28","even","952011","NA","NA","1021256","1022762","NA","NA","NA","1021759","NA","NA","NA","971435","NA","NA","1026764","NA","NA","967895","NA","NA","1029782","NA","NA","NA","3211","NA","NA","NA","3215","962847","NA","1023266","NA","NA","NA","NA","NA","NA","NA","NA","NA","962852","950214","NA","1030277","NA","NA","NA","NA","NA","NA","NA","NA","NA","1030279","NA","NA","NA","NA","NA","NA","NA","NA","1029763","NA","973137","NA","NA","NA","NA","NA","1023765","NA","NA","NA","NA","NA","NA","NA","1021251","NA","Extended template","0","0","0","yes","1024","JAR"
"NA","2995","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","5","5","NA","NA","NA","5","NA","NA","NA","0","0","0","5","NA","0","0","0","0","5","NA","NA","NA","0","NA","0","NA","0","2","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","0","0","NA","NA","NA","NA","5","NA","NA","NA","0","NA","NA","NA","5","NA","Thu Mar 27 13:30:24 2025","A template containing a practice and an experimental phase","yes","0","NA","square","Prod_SOA_BA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","5","2","5","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-28.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","3539","NA","3539","NA","NA","NA","NA","1796","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","28","even","952011","NA","NA","1032061","1033568","NA","NA","NA","1032565","NA","NA","NA","971435","NA","NA","1037570","NA","NA","967895","NA","NA","1040581","NA","NA","NA","3211","NA","NA","NA","3215","962847","NA","1034072","NA","NA","NA","NA","NA","NA","NA","NA","NA","962852","950214","NA","1041076","NA","NA","NA","NA","NA","NA","NA","NA","NA","1041078","NA","NA","NA","NA","NA","NA","NA","NA","1040569","NA","973137","NA","NA","NA","NA","NA","1034571","NA","NA","NA","NA","NA","NA","NA","1032057","NA","Extended template","0","0","0","yes","1024","FOX"
"NA","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","6","6","NA","NA","NA","6","NA","NA","NA","0","0","0","6","NA","0","0","0","0","6","NA","NA","NA","0","NA","0","NA","0","2","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","0","0","NA","NA","NA","NA","6","NA","NA","NA","0","NA","NA","NA","6","NA","Thu Mar 27 13:30:24 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_BA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","6","2","6","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-28.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","3539","NA","3539","NA","NA","NA","NA","1796","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","28","even","952011","NA","NA","1042859","1044365","NA","NA","NA","1043362","NA","NA","NA","971435","NA","NA","1048368","NA","NA","967895","NA","NA","1051865","NA","NA","NA","3211","NA","NA","NA","3215","962847","NA","1044869","NA","NA","NA","NA","NA","NA","NA","NA","NA","962852","950214","NA","1052361","NA","NA","NA","NA","NA","NA","NA","NA","NA","1052363","NA","NA","NA","NA","NA","NA","NA","NA","1048867","NA","973137","NA","NA","NA","NA","NA","1045369","NA","NA","NA","NA","NA","NA","NA","1042855","NA","Extended template","0","0","0","yes","1024","MUG"
"NA","2995","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","7","7","NA","NA","NA","7","NA","NA","NA","0","0","0","7","NA","0","0","0","0","7","NA","NA","NA","0","NA","0","NA","0","2","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","0","0","NA","NA","NA","NA","7","NA","NA","NA","0","NA","NA","NA","7","NA","Thu Mar 27 13:30:24 2025","A template containing a practice and an experimental phase","yes","0","NA","square","Prod_SOA_BA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","7","2","7","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-28.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","3539","NA","3539","NA","NA","NA","NA","1796","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","28","even","952011","NA","NA","1054146","1055653","NA","NA","NA","1054649","NA","NA","NA","971435","NA","NA","1059655","NA","NA","967895","NA","NA","1062665","NA","NA","NA","3211","NA","NA","NA","3215","962847","NA","1056157","NA","NA","NA","NA","NA","NA","NA","NA","NA","962852","950214","NA","1063160","NA","NA","NA","NA","NA","NA","NA","NA","NA","1063162","NA","NA","NA","NA","NA","NA","NA","NA","1062654","NA","973137","NA","NA","NA","NA","NA","1056656","NA","NA","NA","NA","NA","NA","NA","1054142","NA","Extended template","0","0","0","yes","1024","HAT"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","8","8","NA","NA","NA","8","NA","NA","NA","0","0","0","8","NA","0","0","0","0","8","NA","NA","NA","0","NA","0","NA","0","2","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","8","NA","0","0","NA","NA","NA","NA","8","NA","NA","NA","0","NA","NA","NA","8","NA","Thu Mar 27 13:30:24 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_BA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","8","2","8","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-28.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","3539","NA","3539","NA","NA","NA","NA","1796","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","28","even","952011","NA","NA","1064945","1066452","NA","NA","NA","1065449","NA","NA","NA","971435","NA","NA","1070454","NA","NA","967895","NA","NA","1073951","NA","NA","NA","3211","NA","NA","NA","3215","962847","NA","1066956","NA","NA","NA","NA","NA","NA","NA","NA","NA","962852","950214","NA","1074446","NA","NA","NA","NA","NA","NA","NA","NA","NA","1074448","NA","NA","NA","NA","NA","NA","NA","NA","1071953","NA","973137","NA","NA","NA","NA","NA","1067455","NA","NA","NA","NA","NA","NA","NA","1064941","NA","Extended template","0","0","0","yes","1024","BAR"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","9","9","NA","NA","NA","9","NA","NA","NA","0","0","0","9","NA","0","0","0","0","9","NA","NA","NA","0","NA","0","NA","0","2","NA","9","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","9","NA","NA","NA","NA","NA","NA","NA","NA","NA","9","NA","NA","NA","NA","NA","NA","NA","NA","9","NA","0","0","NA","NA","NA","NA","9","NA","NA","NA","0","NA","NA","NA","9","NA","Thu Mar 27 13:30:24 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_BA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","9","2","9","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-28.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","3539","NA","3539","NA","NA","NA","NA","1796","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","28","even","952011","NA","NA","1076314","1077821","NA","NA","NA","1076818","NA","NA","NA","971435","NA","NA","1081823","NA","NA","967895","NA","NA","1085321","NA","NA","NA","3211","NA","NA","NA","3215","962847","NA","1078325","NA","NA","NA","NA","NA","NA","NA","NA","NA","962852","950214","NA","1085816","NA","NA","NA","NA","NA","NA","NA","NA","NA","1085818","NA","NA","NA","NA","NA","NA","NA","NA","1083322","NA","973137","NA","NA","NA","NA","NA","1078824","NA","NA","NA","NA","NA","NA","NA","1076310","NA","Extended template","0","0","0","yes","1024","PEN"
