"List_Number","SOA","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_end_of_familiarization","correct_instructions","correct_keyboard_response","correct_new_keyboard_response","count_Familiarization","count_Test_loop","count_about_this_template","count_blank_screen","count_blank_screen_1","count_blank_screen_2","count_blank_screen_3","count_blank_screen_3_1","count_blank_screen_4","count_blink_screen","count_blink_screen_1","count_blink_screen_1_1","count_block_loop","count_calibrate","count_calibrate_1","count_delay","count_delay_1","count_end_of_experiment","count_end_of_familiarization","count_end_of_practice","count_end_of_study","count_end_of_trial","count_end_of_trial_1","count_equal_instruction","count_ex_instruction","count_experiment","count_experimental_loop","count_experimental_loop_1","count_experimenter","count_eyetracking_init","count_familiarization_sequence","count_feedback","count_fixation_NT","count_fixation_NT_1","count_fixation_NT_2","count_inline_blink","count_inline_blink_1","count_inline_fixation","count_inline_fixation_1","count_inline_stimulus","count_inline_stimulus_1","count_instruction_cue","count_instructions","count_key_press","count_keyboard_response","count_log_end_of_practice","count_logger","count_loop","count_new_inline_script","count_new_keyboard_response","count_new_logger","count_new_logger_1","count_new_logger_1_1","count_new_loop","count_new_pygaze_log","count_new_pygaze_log_1","count_new_pygaze_start_recording","count_new_pygaze_start_recording_1","count_new_sketchpad","count_new_sketchpad_1","count_new_sketchpad_2","count_new_sketchpad_3","count_plus_instruction","count_post_cue","count_post_cue_1","count_practice_loop","count_reset_feedback","count_sketchpad","count_stimuli","count_stimuli_1","count_stimulus_test","count_stop_study","count_stop_test","count_test_instructions","count_test_log","count_test_sequence","count_trial_sequence","count_trial_sequence_1","count_trial_sequence_1_1","datetime","description","disable_garbage_collection","e_SO","empty_column","eq_sq","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","instruction","keyboard_backend","live_row","live_row_Familiarization","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_end_of_experiment","response_end_of_familiarization","response_end_of_practice","response_end_of_study","response_experimenter","response_feedback","response_instructions","response_key_press","response_keyboard_response","response_new_keyboard_response","response_new_sketchpad","response_new_sketchpad_1","response_new_sketchpad_3","response_test_instructions","response_time","response_time_end_of_experiment","response_time_end_of_familiarization","response_time_end_of_practice","response_time_end_of_study","response_time_experimenter","response_time_feedback","response_time_instructions","response_time_key_press","response_time_keyboard_response","response_time_new_keyboard_response","response_time_new_sketchpad","response_time_new_sketchpad_1","response_time_new_sketchpad_3","response_time_test_instructions","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Familiarization","time_Test_loop","time_about_this_template","time_blank_screen","time_blank_screen_1","time_blank_screen_2","time_blank_screen_3","time_blank_screen_3_1","time_blank_screen_4","time_blink_screen","time_blink_screen_1","time_blink_screen_1_1","time_block_loop","time_calibrate","time_calibrate_1","time_delay","time_delay_1","time_end_of_experiment","time_end_of_familiarization","time_end_of_practice","time_end_of_study","time_end_of_trial","time_end_of_trial_1","time_equal_instruction","time_ex_instruction","time_experiment","time_experimental_loop","time_experimental_loop_1","time_experimenter","time_eyetracking_init","time_familiarization_sequence","time_feedback","time_fixation_NT","time_fixation_NT_1","time_fixation_NT_2","time_inline_blink","time_inline_blink_1","time_inline_fixation","time_inline_fixation_1","time_inline_stimulus","time_inline_stimulus_1","time_instruction_cue","time_instructions","time_key_press","time_keyboard_response","time_log_end_of_practice","time_logger","time_loop","time_new_inline_script","time_new_keyboard_response","time_new_logger","time_new_logger_1","time_new_logger_1_1","time_new_loop","time_new_pygaze_log","time_new_pygaze_log_1","time_new_pygaze_start_recording","time_new_pygaze_start_recording_1","time_new_sketchpad","time_new_sketchpad_1","time_new_sketchpad_2","time_new_sketchpad_3","time_plus_instruction","time_post_cue","time_post_cue_1","time_practice_loop","time_reset_feedback","time_sketchpad","time_stimuli","time_stimuli_1","time_stimulus_test","time_stop_study","time_stop_test","time_test_instructions","time_test_log","time_test_sequence","time_trial_sequence","time_trial_sequence_1","time_trial_sequence_1_1","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word"
"NA","2995","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","0","0","NA","NA","NA","NA","0","NA","NA","NA","0","0","0","NA","0","0","0","0","0","NA","NA","NA","0","NA","0","NA","0","2","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","0","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","0","NA","NA","0","NA","NA","NA","NA","0","NA","NA","NA","0","NA","Wed Jan 29 17:31:29 2025","A template containing a practice and an experimental phase","yes","0","NA","square","Prod_SOA_CA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","0","2","0","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-20.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","11390","NA","11390","NA","NA","NA","NA","1090","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","20","even","1429279","NA","NA","1461525","1463031","NA","NA","NA","NA","1462028","NA","NA","NA","NA","1456735","1467034","NA","NA","1445344","NA","NA","1470038","NA","NA","NA","4625","NA","NA","NA","4627","1440296","NA","1463535","NA","NA","NA","NA","NA","NA","NA","NA","1440301","1428188","NA","NA","1470533","NA","NA","NA","NA","NA","1470535","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1470033","NA","1458705","NA","NA","1464034","NA","NA","NA","NA","NA","NA","NA","NA","1461521","NA","Extended template","0","0","0","yes","1024","JAR"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","1","1","NA","NA","NA","NA","1","NA","NA","NA","0","0","1","NA","0","0","0","0","1","NA","NA","NA","0","NA","0","NA","0","2","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","0","NA","NA","1","NA","NA","NA","NA","0","NA","NA","NA","1","NA","Wed Jan 29 17:31:29 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_CA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","1","2","1","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-20.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","11390","NA","11390","NA","NA","NA","NA","1090","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","20","even","1429279","NA","NA","1472544","1474050","NA","NA","NA","NA","1473047","NA","NA","NA","NA","1456735","1478052","NA","NA","1445344","NA","NA","1481551","NA","NA","NA","4625","NA","NA","NA","4627","1440296","NA","1474554","NA","NA","NA","NA","NA","NA","NA","NA","1440301","1428188","NA","NA","1482046","NA","NA","NA","NA","NA","1482048","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1479552","NA","1458705","NA","NA","1475053","NA","NA","NA","NA","NA","NA","NA","NA","1472540","NA","Extended template","0","0","0","yes","1024","SEA"
"NA","2995","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","2","2","NA","NA","NA","NA","2","NA","NA","NA","0","0","2","NA","0","0","0","0","2","NA","NA","NA","0","NA","0","NA","0","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","2","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","0","NA","NA","2","NA","NA","NA","NA","0","NA","NA","NA","2","NA","Wed Jan 29 17:31:29 2025","A template containing a practice and an experimental phase","yes","0","NA","square","Prod_SOA_CA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","2","2","2","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-20.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","11390","NA","11390","NA","NA","NA","NA","1090","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","20","even","1429279","NA","NA","1483826","1485332","NA","NA","NA","NA","1484329","NA","NA","NA","NA","1456735","1489334","NA","NA","1445344","NA","NA","1492339","NA","NA","NA","4625","NA","NA","NA","4627","1440296","NA","1485836","NA","NA","NA","NA","NA","NA","NA","NA","1440301","1428188","NA","NA","1492834","NA","NA","NA","NA","NA","1492836","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1492334","NA","1458705","NA","NA","1486335","NA","NA","NA","NA","NA","NA","NA","NA","1483823","NA","Extended template","0","0","0","yes","1024","HAT"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","3","3","NA","NA","NA","NA","3","NA","NA","NA","0","0","3","NA","0","0","0","0","3","NA","NA","NA","0","NA","0","NA","0","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","3","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","0","NA","NA","3","NA","NA","NA","NA","0","NA","NA","NA","3","NA","Wed Jan 29 17:31:29 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_CA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","3","2","3","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-20.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","11390","NA","11390","NA","NA","NA","NA","1090","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","20","even","1429279","NA","NA","1494611","1496118","NA","NA","NA","NA","1495115","NA","NA","NA","NA","1456735","1500121","NA","NA","1445344","NA","NA","1503618","NA","NA","NA","4625","NA","NA","NA","4627","1440296","NA","1496622","NA","NA","NA","NA","NA","NA","NA","NA","1440301","1428188","NA","NA","1504113","NA","NA","NA","NA","NA","1504115","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1501620","NA","1458705","NA","NA","1497121","NA","NA","NA","NA","NA","NA","NA","NA","1494608","NA","Extended template","0","0","0","yes","1024","BAR"
"NA","2995","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","4","4","NA","NA","NA","NA","4","NA","NA","NA","0","0","4","NA","0","0","0","0","4","NA","NA","NA","0","NA","0","NA","0","2","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","4","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","0","NA","NA","4","NA","NA","NA","NA","0","NA","NA","NA","4","NA","Wed Jan 29 17:31:29 2025","A template containing a practice and an experimental phase","yes","0","NA","square","Prod_SOA_CA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","4","2","4","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-20.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","11390","NA","11390","NA","NA","NA","NA","1090","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","20","even","1429279","NA","NA","1505896","1507402","NA","NA","NA","NA","1506399","NA","NA","NA","NA","1456735","1511405","NA","NA","1445344","NA","NA","1514422","NA","NA","NA","4625","NA","NA","NA","4627","1440296","NA","1507906","NA","NA","NA","NA","NA","NA","NA","NA","1440301","1428188","NA","NA","1514917","NA","NA","NA","NA","NA","1514919","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1514404","NA","1458705","NA","NA","1508405","NA","NA","NA","NA","NA","NA","NA","NA","1505892","NA","Extended template","0","0","0","yes","1024","TOY"
"NA","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","5","5","NA","NA","NA","NA","5","NA","NA","NA","0","0","5","NA","0","0","0","0","5","NA","NA","NA","0","NA","0","NA","0","2","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","5","NA","NA","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","0","NA","NA","5","NA","NA","NA","NA","0","NA","NA","NA","5","NA","Wed Jan 29 17:31:29 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","5","2","5","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-20.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","11390","NA","11390","NA","NA","NA","NA","1090","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","20","even","1429279","NA","NA","1516696","1518202","NA","NA","NA","NA","1517199","NA","NA","NA","NA","1456735","1522205","NA","NA","1445344","NA","NA","1525702","NA","NA","NA","4625","NA","NA","NA","4627","1440296","NA","1518706","NA","NA","NA","NA","NA","NA","NA","NA","1440301","1428188","NA","NA","1526198","NA","NA","NA","NA","NA","1526200","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1522704","NA","1458705","NA","NA","1519205","NA","NA","NA","NA","NA","NA","NA","NA","1516692","NA","Extended template","0","0","0","yes","1024","CAT"
"NA","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","6","6","NA","NA","NA","NA","6","NA","NA","NA","0","0","6","NA","0","0","0","0","6","NA","NA","NA","0","NA","0","NA","0","2","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","6","NA","NA","NA","NA","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","0","NA","NA","6","NA","NA","NA","NA","0","NA","NA","NA","6","NA","Wed Jan 29 17:31:29 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","6","2","6","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-20.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","11390","NA","11390","NA","NA","NA","NA","1090","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","20","even","1429279","NA","NA","1527980","1529486","NA","NA","NA","NA","1528483","NA","NA","NA","NA","1456735","1533489","NA","NA","1445344","NA","NA","1536986","NA","NA","NA","4625","NA","NA","NA","4627","1440296","NA","1529990","NA","NA","NA","NA","NA","NA","NA","NA","1440301","1428188","NA","NA","1537482","NA","NA","NA","NA","NA","1537484","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1533988","NA","1458705","NA","NA","1530489","NA","NA","NA","NA","NA","NA","NA","NA","1527976","NA","Extended template","0","0","0","yes","1024","SUN"
"NA","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","7","7","NA","NA","NA","NA","7","NA","NA","NA","0","0","7","NA","0","0","0","0","7","NA","NA","NA","0","NA","0","NA","0","2","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","7","NA","NA","NA","NA","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","0","NA","NA","7","NA","NA","NA","NA","0","NA","NA","NA","7","NA","Wed Jan 29 17:31:29 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","7","2","7","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-20.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","11390","NA","11390","NA","NA","NA","NA","1090","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","20","even","1429279","NA","NA","1539262","1540769","NA","NA","NA","NA","1539766","NA","NA","NA","NA","1456735","1544771","NA","NA","1445344","NA","NA","1548269","NA","NA","NA","4625","NA","NA","NA","4627","1440296","NA","1541273","NA","NA","NA","NA","NA","NA","NA","NA","1440301","1428188","NA","NA","1548765","NA","NA","NA","NA","NA","1548767","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1545271","NA","1458705","NA","NA","1541772","NA","NA","NA","NA","NA","NA","NA","NA","1539259","NA","Extended template","0","0","0","yes","1024","CAR"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","8","8","NA","NA","NA","NA","8","NA","NA","NA","0","0","8","NA","0","0","0","0","8","NA","NA","NA","0","NA","0","NA","0","2","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","8","NA","NA","NA","NA","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8","NA","0","NA","NA","8","NA","NA","NA","NA","0","NA","NA","NA","8","NA","Wed Jan 29 17:31:29 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_CA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","8","2","8","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-20.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","11390","NA","11390","NA","NA","NA","NA","1090","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","20","even","1429279","NA","NA","1550656","1552162","NA","NA","NA","NA","1551159","NA","NA","NA","NA","1456735","1556165","NA","NA","1445344","NA","NA","1559662","NA","NA","NA","4625","NA","NA","NA","4627","1440296","NA","1552666","NA","NA","NA","NA","NA","NA","NA","NA","1440301","1428188","NA","NA","1560157","NA","NA","NA","NA","NA","1560159","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1557664","NA","1458705","NA","NA","1553165","NA","NA","NA","NA","NA","NA","NA","NA","1550652","NA","Extended template","0","0","0","yes","1024","PEN"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","9","9","NA","NA","NA","NA","9","NA","NA","NA","0","0","9","NA","0","0","0","0","9","NA","NA","NA","0","NA","0","NA","0","2","NA","9","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","9","NA","NA","NA","NA","NA","9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9","NA","0","NA","NA","9","NA","NA","NA","NA","0","NA","NA","NA","9","NA","Wed Jan 29 17:31:29 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_CA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","9","2","9","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-20.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","11390","NA","11390","NA","NA","NA","NA","1090","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","20","even","1429279","NA","NA","1561950","1563456","NA","NA","NA","NA","1562453","NA","NA","NA","NA","1456735","1567459","NA","NA","1445344","NA","NA","1570957","NA","NA","NA","4625","NA","NA","NA","4627","1440296","NA","1563960","NA","NA","NA","NA","NA","NA","NA","NA","1440301","1428188","NA","NA","1571452","NA","NA","NA","NA","NA","1571454","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1568958","NA","1458705","NA","NA","1564459","NA","NA","NA","NA","NA","NA","NA","NA","1561946","NA","Extended template","0","0","0","yes","1024","PET"
