"List_Number","SOA","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_end_of_familiarization","correct_instructions","correct_keyboard_response","correct_new_keyboard_response","count_Familiarization","count_Test_loop","count_about_this_template","count_blank_screen","count_blank_screen_1","count_blank_screen_2","count_blank_screen_3","count_blank_screen_3_1","count_blank_screen_4","count_blink_screen","count_blink_screen_1","count_blink_screen_1_1","count_block_loop","count_calibrate","count_calibrate_1","count_delay","count_delay_1","count_end_of_experiment","count_end_of_familiarization","count_end_of_practice","count_end_of_study","count_end_of_trial","count_end_of_trial_1","count_equal_instruction","count_ex_instruction","count_experiment","count_experimental_loop","count_experimental_loop_1","count_experimenter","count_eyetracking_init","count_familiarization_sequence","count_feedback","count_fixation_NT","count_fixation_NT_1","count_fixation_NT_2","count_inline_blink","count_inline_blink_1","count_inline_fixation","count_inline_fixation_1","count_inline_stimulus","count_inline_stimulus_1","count_instruction_cue","count_instructions","count_key_press","count_keyboard_response","count_log_end_of_practice","count_logger","count_loop","count_new_inline_script","count_new_keyboard_response","count_new_logger","count_new_logger_1","count_new_logger_1_1","count_new_loop","count_new_pygaze_log","count_new_pygaze_log_1","count_new_pygaze_start_recording","count_new_pygaze_start_recording_1","count_new_sketchpad","count_new_sketchpad_1","count_new_sketchpad_2","count_new_sketchpad_3","count_plus_instruction","count_post_cue","count_post_cue_1","count_practice_loop","count_reset_feedback","count_sketchpad","count_stimuli","count_stimuli_1","count_stimulus_test","count_stop_study","count_stop_test","count_test_instructions","count_test_log","count_test_sequence","count_trial_sequence","count_trial_sequence_1","count_trial_sequence_1_1","datetime","description","disable_garbage_collection","e_SO","empty_column","eq_sq","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","instruction","keyboard_backend","live_row","live_row_Familiarization","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_end_of_experiment","response_end_of_familiarization","response_end_of_practice","response_end_of_study","response_experimenter","response_feedback","response_instructions","response_key_press","response_keyboard_response","response_new_keyboard_response","response_new_sketchpad","response_new_sketchpad_1","response_new_sketchpad_3","response_test_instructions","response_time","response_time_end_of_experiment","response_time_end_of_familiarization","response_time_end_of_practice","response_time_end_of_study","response_time_experimenter","response_time_feedback","response_time_instructions","response_time_key_press","response_time_keyboard_response","response_time_new_keyboard_response","response_time_new_sketchpad","response_time_new_sketchpad_1","response_time_new_sketchpad_3","response_time_test_instructions","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Familiarization","time_Test_loop","time_about_this_template","time_blank_screen","time_blank_screen_1","time_blank_screen_2","time_blank_screen_3","time_blank_screen_3_1","time_blank_screen_4","time_blink_screen","time_blink_screen_1","time_blink_screen_1_1","time_block_loop","time_calibrate","time_calibrate_1","time_delay","time_delay_1","time_end_of_experiment","time_end_of_familiarization","time_end_of_practice","time_end_of_study","time_end_of_trial","time_end_of_trial_1","time_equal_instruction","time_ex_instruction","time_experiment","time_experimental_loop","time_experimental_loop_1","time_experimenter","time_eyetracking_init","time_familiarization_sequence","time_feedback","time_fixation_NT","time_fixation_NT_1","time_fixation_NT_2","time_inline_blink","time_inline_blink_1","time_inline_fixation","time_inline_fixation_1","time_inline_stimulus","time_inline_stimulus_1","time_instruction_cue","time_instructions","time_key_press","time_keyboard_response","time_log_end_of_practice","time_logger","time_loop","time_new_inline_script","time_new_keyboard_response","time_new_logger","time_new_logger_1","time_new_logger_1_1","time_new_loop","time_new_pygaze_log","time_new_pygaze_log_1","time_new_pygaze_start_recording","time_new_pygaze_start_recording_1","time_new_sketchpad","time_new_sketchpad_1","time_new_sketchpad_2","time_new_sketchpad_3","time_plus_instruction","time_post_cue","time_post_cue_1","time_practice_loop","time_reset_feedback","time_sketchpad","time_stimuli","time_stimuli_1","time_stimulus_test","time_stop_study","time_stop_test","time_test_instructions","time_test_log","time_test_sequence","time_trial_sequence","time_trial_sequence_1","time_trial_sequence_1_1","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word"
"NA","2995","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","0","0","NA","NA","NA","NA","0","NA","NA","NA","0","0","0","NA","0","0","0","0","0","NA","NA","NA","0","NA","0","NA","0","2","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","0","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","0","NA","NA","0","NA","NA","NA","NA","0","NA","NA","NA","0","NA","Thu Jan  9 10:12:11 2025","A template containing a practice and an experimental phase","yes","0","NA","square","Prod_SOA_CA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","0","2","0","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-9.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","q","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","128265","NA","128265","NA","NA","NA","NA","1998","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","9","odd","1924684","NA","NA","2378357","2379865","NA","NA","NA","NA","2378861","NA","NA","NA","NA","2068892","2383869","NA","NA","1940626","NA","NA","2386885","NA","NA","NA","23313","NA","NA","NA","23316","1935578","NA","2380369","NA","NA","NA","NA","NA","NA","NA","NA","1935584","1922685","NA","NA","2387380","NA","NA","NA","NA","NA","2387382","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2386869","NA","2375253","NA","NA","2380869","NA","NA","NA","NA","NA","NA","NA","NA","2378352","NA","Extended template","0","0","0","yes","1024","TOY"
"NA","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","1","1","NA","NA","NA","NA","1","NA","NA","NA","0","0","1","NA","0","0","0","0","1","NA","NA","NA","0","NA","0","NA","0","2","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","0","NA","NA","1","NA","NA","NA","NA","0","NA","NA","NA","1","NA","Thu Jan  9 10:12:11 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","1","2","1","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-9.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","q","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","128265","NA","128265","NA","NA","NA","NA","1998","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","9","odd","1924684","NA","NA","2389463","2390972","NA","NA","NA","NA","2389967","NA","NA","NA","NA","2068892","2394974","NA","NA","1940626","NA","NA","2398474","NA","NA","NA","23313","NA","NA","NA","23316","1935578","NA","2391476","NA","NA","NA","NA","NA","NA","NA","NA","1935584","1922685","NA","NA","2398969","NA","NA","NA","NA","NA","2398971","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2395474","NA","2375253","NA","NA","2391975","NA","NA","NA","NA","NA","NA","NA","NA","2389459","NA","Extended template","0","0","0","yes","1024","MUG"
"NA","2995","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","2","2","NA","NA","NA","NA","2","NA","NA","NA","0","0","2","NA","0","0","0","0","2","NA","NA","NA","0","NA","0","NA","0","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","2","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","0","NA","NA","2","NA","NA","NA","NA","0","NA","NA","NA","2","NA","Thu Jan  9 10:12:11 2025","A template containing a practice and an experimental phase","yes","0","NA","square","Prod_SOA_CA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","2","2","2","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-9.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","q","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","128265","NA","128265","NA","NA","NA","NA","1998","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","9","odd","1924684","NA","NA","2400754","2402261","NA","NA","NA","NA","2401258","NA","NA","NA","NA","2068892","2406265","NA","NA","1940626","NA","NA","2409283","NA","NA","NA","23313","NA","NA","NA","23316","1935578","NA","2402766","NA","NA","NA","NA","NA","NA","NA","NA","1935584","1922685","NA","NA","2409778","NA","NA","NA","NA","NA","2409780","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2409265","NA","2375253","NA","NA","2403266","NA","NA","NA","NA","NA","NA","NA","NA","2400750","NA","Extended template","0","0","0","yes","1024","JAR"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","3","3","NA","NA","NA","NA","3","NA","NA","NA","0","0","3","NA","0","0","0","0","3","NA","NA","NA","0","NA","0","NA","0","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","3","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","0","NA","NA","3","NA","NA","NA","NA","0","NA","NA","NA","3","NA","Thu Jan  9 10:12:11 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_CA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","3","2","3","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-9.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","q","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","128265","NA","128265","NA","NA","NA","NA","1998","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","9","odd","1924684","NA","NA","2411556","2413064","NA","NA","NA","NA","2412059","NA","NA","NA","NA","2068892","2417066","NA","NA","1940626","NA","NA","2420566","NA","NA","NA","23313","NA","NA","NA","23316","1935578","NA","2413568","NA","NA","NA","NA","NA","NA","NA","NA","1935584","1922685","NA","NA","2421061","NA","NA","NA","NA","NA","2421063","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2418566","NA","2375253","NA","NA","2414067","NA","NA","NA","NA","NA","NA","NA","NA","2411552","NA","Extended template","0","0","0","yes","1024","PET"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","4","4","NA","NA","NA","NA","4","NA","NA","NA","0","0","4","NA","0","0","0","0","4","NA","NA","NA","0","NA","0","NA","0","2","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","4","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","0","NA","NA","4","NA","NA","NA","NA","0","NA","NA","NA","4","NA","Thu Jan  9 10:12:11 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_CA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","4","2","4","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-9.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","q","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","128265","NA","128265","NA","NA","NA","NA","1998","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","9","odd","1924684","NA","NA","2422841","2424349","NA","NA","NA","NA","2423345","NA","NA","NA","NA","2068892","2428352","NA","NA","1940626","NA","NA","2431850","NA","NA","NA","23313","NA","NA","NA","23316","1935578","NA","2424853","NA","NA","NA","NA","NA","NA","NA","NA","1935584","1922685","NA","NA","2432345","NA","NA","NA","NA","NA","2432347","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2429851","NA","2375253","NA","NA","2425352","NA","NA","NA","NA","NA","NA","NA","NA","2422837","NA","Extended template","0","0","0","yes","1024","PEN"
"NA","2995","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","5","5","NA","NA","NA","NA","5","NA","NA","NA","0","0","5","NA","0","0","0","0","5","NA","NA","NA","0","NA","0","NA","0","2","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","5","NA","NA","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","0","NA","NA","5","NA","NA","NA","NA","0","NA","NA","NA","5","NA","Thu Jan  9 10:12:11 2025","A template containing a practice and an experimental phase","yes","0","NA","square","Prod_SOA_CA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","5","2","5","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-9.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","q","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","128265","NA","128265","NA","NA","NA","NA","1998","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","9","odd","1924684","NA","NA","2434126","2435634","NA","NA","NA","NA","2434630","NA","NA","NA","NA","2068892","2439638","NA","NA","1940626","NA","NA","2442651","NA","NA","NA","23313","NA","NA","NA","23316","1935578","NA","2436138","NA","NA","NA","NA","NA","NA","NA","NA","1935584","1922685","NA","NA","2443146","NA","NA","NA","NA","NA","2443148","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2442637","NA","2375253","NA","NA","2436637","NA","NA","NA","NA","NA","NA","NA","NA","2434122","NA","Extended template","0","0","0","yes","1024","FOX"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","6","6","NA","NA","NA","NA","6","NA","NA","NA","0","0","6","NA","0","0","0","0","6","NA","NA","NA","0","NA","0","NA","0","2","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","6","NA","NA","NA","NA","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","0","NA","NA","6","NA","NA","NA","NA","0","NA","NA","NA","6","NA","Thu Jan  9 10:12:11 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_CA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","6","2","6","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-9.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","q","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","128265","NA","128265","NA","NA","NA","NA","1998","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","9","odd","1924684","NA","NA","2444929","2446436","NA","NA","NA","NA","2445433","NA","NA","NA","NA","2068892","2450440","NA","NA","1940626","NA","NA","2453939","NA","NA","NA","23313","NA","NA","NA","23316","1935578","NA","2446941","NA","NA","NA","NA","NA","NA","NA","NA","1935584","1922685","NA","NA","2454434","NA","NA","NA","NA","NA","2454436","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2451940","NA","2375253","NA","NA","2447441","NA","NA","NA","NA","NA","NA","NA","NA","2444925","NA","Extended template","0","0","0","yes","1024","BAR"
"NA","2995","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","7","7","NA","NA","NA","NA","7","NA","NA","NA","0","0","7","NA","0","0","0","0","7","NA","NA","NA","0","NA","0","NA","0","2","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","7","NA","NA","NA","NA","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","0","NA","NA","7","NA","NA","NA","NA","0","NA","NA","NA","7","NA","Thu Jan  9 10:12:11 2025","A template containing a practice and an experimental phase","yes","0","NA","square","Prod_SOA_CA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","7","2","7","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-9.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","q","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","128265","NA","128265","NA","NA","NA","NA","1998","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","9","odd","1924684","NA","NA","2456211","2457719","NA","NA","NA","NA","2456715","NA","NA","NA","NA","2068892","2461721","NA","NA","1940626","NA","NA","2464735","NA","NA","NA","23313","NA","NA","NA","23316","1935578","NA","2458223","NA","NA","NA","NA","NA","NA","NA","NA","1935584","1922685","NA","NA","2465230","NA","NA","NA","NA","NA","2465232","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2464721","NA","2375253","NA","NA","2458722","NA","NA","NA","NA","NA","NA","NA","NA","2456206","NA","Extended template","0","0","0","yes","1024","HAT"
"NA","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","8","8","NA","NA","NA","NA","8","NA","NA","NA","0","0","8","NA","0","0","0","0","8","NA","NA","NA","0","NA","0","NA","0","2","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","8","NA","NA","NA","NA","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8","NA","0","NA","NA","8","NA","NA","NA","NA","0","NA","NA","NA","8","NA","Thu Jan  9 10:12:11 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","8","2","8","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-9.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","q","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","128265","NA","128265","NA","NA","NA","NA","1998","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","9","odd","1924684","NA","NA","2467011","2468518","NA","NA","NA","NA","2467515","NA","NA","NA","NA","2068892","2472522","NA","NA","1940626","NA","NA","2476022","NA","NA","NA","23313","NA","NA","NA","23316","1935578","NA","2469023","NA","NA","NA","NA","NA","NA","NA","NA","1935584","1922685","NA","NA","2476517","NA","NA","NA","NA","NA","2476519","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2473023","NA","2375253","NA","NA","2469522","NA","NA","NA","NA","NA","NA","NA","NA","2467006","NA","Extended template","0","0","0","yes","1024","SUN"
"NA","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","9","9","NA","NA","NA","NA","9","NA","NA","NA","0","0","9","NA","0","0","0","0","9","NA","NA","NA","0","NA","0","NA","0","2","NA","9","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","9","NA","NA","NA","NA","NA","9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9","NA","0","NA","NA","9","NA","NA","NA","NA","0","NA","NA","NA","9","NA","Thu Jan  9 10:12:11 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","9","2","9","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-9.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","q","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","128265","NA","128265","NA","NA","NA","NA","1998","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","9","odd","1924684","NA","NA","2478298","2479806","NA","NA","NA","NA","2478801","NA","NA","NA","NA","2068892","2483809","NA","NA","1940626","NA","NA","2487308","NA","NA","NA","23313","NA","NA","NA","23316","1935578","NA","2480310","NA","NA","NA","NA","NA","NA","NA","NA","1935584","1922685","NA","NA","2487803","NA","NA","NA","NA","NA","2487805","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2484309","NA","2375253","NA","NA","2480809","NA","NA","NA","NA","NA","NA","NA","NA","2478293","NA","Extended template","0","0","0","yes","1024","CAT"
