"List_Number","SOA","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_end_of_familiarization","correct_instructions","correct_keyboard_response","correct_new_keyboard_response","count_Familiarization","count_Test_loop","count_about_this_template","count_blank_screen","count_blank_screen_1","count_blank_screen_1_1","count_blank_screen_1_1_1","count_blank_screen_2","count_blink_screen","count_blink_screen_1_1_1","count_blink_screen_1_2","count_blink_screen_2_1","count_block_loop","count_calibrate","count_calibrate_1","count_delay","count_delay_1","count_end_of_experiment","count_end_of_familiarization","count_end_of_practice","count_end_of_study","count_end_of_trial","count_end_of_trial_1","count_equal_instruction","count_ex_instruction","count_experiment","count_experimental_loop","count_experimental_loop_1","count_experimenter","count_eyetracking_init","count_familiarization_sequence","count_feedback","count_fixation_NT","count_fixation_NT_1","count_fixation_NT_2","count_inline_blink","count_inline_blink_1","count_inline_calibrate","count_inline_fixation","count_inline_fixation_1","count_inline_stimulus","count_inline_stimulus_1","count_instruction_cue","count_instructions","count_key_press","count_keyboard_response","count_log_end_of_trial","count_log_study","count_log_test","count_logger","count_loop","count_new_inline_script","count_new_keyboard_response","count_new_logger","count_new_logger_1","count_new_logger_1_1","count_new_loop","count_new_sketchpad","count_new_sketchpad_1","count_new_sketchpad_2","count_new_sketchpad_3","count_new_sketchpad_7","count_plus_instruction","count_post_cue","count_post_cue_1","count_practice_loop","count_record_study","count_record_study_1","count_reset_feedback","count_sketchpad","count_stimuli","count_stimuli_1","count_stimulus_study","count_stop_study","count_stop_test","count_test_instructions","count_test_log","count_test_sequence","count_trial_sequence","count_trial_sequence_1","count_trial_sequence_1_1","datetime","description","disable_garbage_collection","e_SO","empty_column","eq_sq","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","instruction","keyboard_backend","live_row","live_row_Familiarization","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_end_of_experiment","response_end_of_familiarization","response_end_of_practice","response_end_of_study","response_experimenter","response_feedback","response_instructions","response_key_press","response_keyboard_response","response_new_keyboard_response","response_new_sketchpad","response_new_sketchpad_1","response_new_sketchpad_3","response_test_instructions","response_time","response_time_end_of_experiment","response_time_end_of_familiarization","response_time_end_of_practice","response_time_end_of_study","response_time_experimenter","response_time_feedback","response_time_instructions","response_time_key_press","response_time_keyboard_response","response_time_new_keyboard_response","response_time_new_sketchpad","response_time_new_sketchpad_1","response_time_new_sketchpad_3","response_time_test_instructions","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Familiarization","time_Test_loop","time_about_this_template","time_blank_screen","time_blank_screen_1","time_blank_screen_1_1","time_blank_screen_1_1_1","time_blank_screen_2","time_blink_screen","time_blink_screen_1_1_1","time_blink_screen_1_2","time_blink_screen_2_1","time_block_loop","time_calibrate","time_calibrate_1","time_delay","time_delay_1","time_end_of_experiment","time_end_of_familiarization","time_end_of_practice","time_end_of_study","time_end_of_trial","time_end_of_trial_1","time_equal_instruction","time_ex_instruction","time_experiment","time_experimental_loop","time_experimental_loop_1","time_experimenter","time_eyetracking_init","time_familiarization_sequence","time_feedback","time_fixation_NT","time_fixation_NT_1","time_fixation_NT_2","time_inline_blink","time_inline_blink_1","time_inline_calibrate","time_inline_fixation","time_inline_fixation_1","time_inline_stimulus","time_inline_stimulus_1","time_instruction_cue","time_instructions","time_key_press","time_keyboard_response","time_log_end_of_trial","time_log_study","time_log_test","time_logger","time_loop","time_new_inline_script","time_new_keyboard_response","time_new_logger","time_new_logger_1","time_new_logger_1_1","time_new_loop","time_new_sketchpad","time_new_sketchpad_1","time_new_sketchpad_2","time_new_sketchpad_3","time_new_sketchpad_7","time_plus_instruction","time_post_cue","time_post_cue_1","time_practice_loop","time_record_study","time_record_study_1","time_reset_feedback","time_sketchpad","time_stimuli","time_stimuli_1","time_stimulus_study","time_stop_study","time_stop_test","time_test_instructions","time_test_log","time_test_sequence","time_trial_sequence","time_trial_sequence_1","time_trial_sequence_1_1","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word"
"NA","2995","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","0","NA","NA","NA","NA","0","NA","NA","NA","NA","0","0","0","NA","0","0","0","0","0","NA","NA","NA","0","NA","0","NA","0","2","NA","0","NA","NA","NA","NA","0","NA","NA","NA","NA","2","0","0","NA","0","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","0","NA","0","NA","0","NA","NA","NA","NA","0","NA","NA","NA","NA","0","NA","NA","NA","0","NA","Mon Mar 31 12:28:19 2025","A template containing a practice and an experimental phase","yes","0","NA","square","Prod_SOA_BB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","0","2","0","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-29.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","52153","NA","52153","NA","NA","NA","NA","1142","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","29","odd","1312018","NA","NA","1384808","NA","NA","NA","NA","1385311","NA","NA","NA","NA","1380122","NA","1390317","NA","NA","1327968","NA","NA","1393325","NA","NA","NA","3202","NA","NA","NA","3205","1322921","NA","1386819","NA","NA","NA","NA","NA","NA","NA","NA","NA","1322926","1310875","NA","NA","1393820","NA","NA","NA","NA","NA","NA","NA","1393822","NA","NA","NA","NA","NA","NA","1386315","NA","1393316","NA","1382181","NA","NA","NA","NA","1387318","NA","NA","NA","NA","NA","NA","NA","NA","1384803","NA","Extended template","0","0","0","yes","1024","FOX"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","1","NA","NA","NA","NA","1","NA","NA","NA","NA","0","0","1","NA","0","0","0","0","1","NA","NA","NA","0","NA","0","NA","0","2","NA","1","NA","NA","NA","NA","0","NA","NA","NA","NA","2","0","0","NA","1","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","1","NA","1","NA","0","NA","NA","NA","NA","1","NA","NA","NA","NA","0","NA","NA","NA","1","NA","Mon Mar 31 12:28:19 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_BB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","1","2","1","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-29.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","52153","NA","52153","NA","NA","NA","NA","1142","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","29","odd","1312018","NA","NA","1396083","NA","NA","NA","NA","1396586","NA","NA","NA","NA","1380122","NA","1401592","NA","NA","1327968","NA","NA","1405090","NA","NA","NA","3202","NA","NA","NA","3205","1322921","NA","1398094","NA","NA","NA","NA","NA","NA","NA","NA","NA","1322926","1310875","NA","NA","1405585","NA","NA","NA","NA","NA","NA","NA","1405587","NA","NA","NA","NA","NA","NA","1397590","NA","1403091","NA","1382181","NA","NA","NA","NA","1398593","NA","NA","NA","NA","NA","NA","NA","NA","1396079","NA","Extended template","0","0","0","yes","1024","PEN"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","2","NA","NA","NA","NA","2","NA","NA","NA","NA","0","0","2","NA","0","0","0","0","2","NA","NA","NA","0","NA","0","NA","0","2","NA","2","NA","NA","NA","NA","0","NA","NA","NA","NA","2","0","0","NA","2","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","0","NA","NA","NA","NA","2","NA","NA","NA","NA","0","NA","NA","NA","2","NA","Mon Mar 31 12:28:19 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_BB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","2","2","2","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-29.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","52153","NA","52153","NA","NA","NA","NA","1142","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","29","odd","1312018","NA","NA","1407364","NA","NA","NA","NA","1407867","NA","NA","NA","NA","1380122","NA","1412872","NA","NA","1327968","NA","NA","1416370","NA","NA","NA","3202","NA","NA","NA","3205","1322921","NA","1409374","NA","NA","NA","NA","NA","NA","NA","NA","NA","1322926","1310875","NA","NA","1416865","NA","NA","NA","NA","NA","NA","NA","1416867","NA","NA","NA","NA","NA","NA","1408870","NA","1414371","NA","1382181","NA","NA","NA","NA","1409873","NA","NA","NA","NA","NA","NA","NA","NA","1407360","NA","Extended template","0","0","0","yes","1024","BAR"
"NA","2995","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","3","NA","NA","NA","NA","3","NA","NA","NA","NA","0","0","3","NA","0","0","0","0","3","NA","NA","NA","0","NA","0","NA","0","2","NA","3","NA","NA","NA","NA","0","NA","NA","NA","NA","2","0","0","NA","3","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","3","NA","3","NA","0","NA","NA","NA","NA","3","NA","NA","NA","NA","0","NA","NA","NA","3","NA","Mon Mar 31 12:28:19 2025","A template containing a practice and an experimental phase","yes","0","NA","square","Prod_SOA_BB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","3","2","3","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-29.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","52153","NA","52153","NA","NA","NA","NA","1142","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","29","odd","1312018","NA","NA","1418648","NA","NA","NA","NA","1419151","NA","NA","NA","NA","1380122","NA","1424156","NA","NA","1327968","NA","NA","1427175","NA","NA","NA","3202","NA","NA","NA","3205","1322921","NA","1420658","NA","NA","NA","NA","NA","NA","NA","NA","NA","1322926","1310875","NA","NA","1427670","NA","NA","NA","NA","NA","NA","NA","1427672","NA","NA","NA","NA","NA","NA","1420154","NA","1427155","NA","1382181","NA","NA","NA","NA","1421157","NA","NA","NA","NA","NA","NA","NA","NA","1418644","NA","Extended template","0","0","0","yes","1024","TOY"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","4","NA","NA","NA","NA","4","NA","NA","NA","NA","0","0","4","NA","0","0","0","0","4","NA","NA","NA","0","NA","0","NA","0","2","NA","4","NA","NA","NA","NA","0","NA","NA","NA","NA","2","0","0","NA","4","NA","NA","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","NA","NA","4","NA","4","NA","0","NA","NA","NA","NA","4","NA","NA","NA","NA","0","NA","NA","NA","4","NA","Mon Mar 31 12:28:19 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_BB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","4","2","4","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-29.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","52153","NA","52153","NA","NA","NA","NA","1142","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","29","odd","1312018","NA","NA","1429664","NA","NA","NA","NA","1430168","NA","NA","NA","NA","1380122","NA","1435173","NA","NA","1327968","NA","NA","1438670","NA","NA","NA","3202","NA","NA","NA","3205","1322921","NA","1431675","NA","NA","NA","NA","NA","NA","NA","NA","NA","1322926","1310875","NA","NA","1439166","NA","NA","NA","NA","NA","NA","NA","1439168","NA","NA","NA","NA","NA","NA","1431171","NA","1436672","NA","1382181","NA","NA","NA","NA","1432174","NA","NA","NA","NA","NA","NA","NA","NA","1429660","NA","Extended template","0","0","0","yes","1024","PET"
"NA","2995","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","5","NA","NA","NA","NA","5","NA","NA","NA","NA","0","0","5","NA","0","0","0","0","5","NA","NA","NA","0","NA","0","NA","0","2","NA","5","NA","NA","NA","NA","0","NA","NA","NA","NA","2","0","0","NA","5","NA","NA","NA","NA","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","5","NA","5","NA","0","NA","NA","NA","NA","5","NA","NA","NA","NA","0","NA","NA","NA","5","NA","Mon Mar 31 12:28:19 2025","A template containing a practice and an experimental phase","yes","0","NA","square","Prod_SOA_BB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","5","2","5","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-29.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","52153","NA","52153","NA","NA","NA","NA","1142","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","29","odd","1312018","NA","NA","1440951","NA","NA","NA","NA","1441454","NA","NA","NA","NA","1380122","NA","1446459","NA","NA","1327968","NA","NA","1449475","NA","NA","NA","3202","NA","NA","NA","3205","1322921","NA","1442961","NA","NA","NA","NA","NA","NA","NA","NA","NA","1322926","1310875","NA","NA","1449970","NA","NA","NA","NA","NA","NA","NA","1449972","NA","NA","NA","NA","NA","NA","1442457","NA","1449458","NA","1382181","NA","NA","NA","NA","1443460","NA","NA","NA","NA","NA","NA","NA","NA","1440947","NA","Extended template","0","0","0","yes","1024","HAT"
"NA","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","6","NA","NA","NA","NA","6","NA","NA","NA","NA","0","0","6","NA","0","0","0","0","6","NA","NA","NA","0","NA","0","NA","0","2","NA","6","NA","NA","NA","NA","0","NA","NA","NA","NA","2","0","0","NA","6","NA","NA","NA","NA","NA","NA","NA","6","NA","NA","NA","NA","NA","NA","6","NA","6","NA","0","NA","NA","NA","NA","6","NA","NA","NA","NA","0","NA","NA","NA","6","NA","Mon Mar 31 12:28:19 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_BB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","6","2","6","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-29.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","52153","NA","52153","NA","NA","NA","NA","1142","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","29","odd","1312018","NA","NA","1451754","NA","NA","NA","NA","1452257","NA","NA","NA","NA","1380122","NA","1457262","NA","NA","1327968","NA","NA","1460759","NA","NA","NA","3202","NA","NA","NA","3205","1322921","NA","1453764","NA","NA","NA","NA","NA","NA","NA","NA","NA","1322926","1310875","NA","NA","1461255","NA","NA","NA","NA","NA","NA","NA","1461257","NA","NA","NA","NA","NA","NA","1453260","NA","1457761","NA","1382181","NA","NA","NA","NA","1454263","NA","NA","NA","NA","NA","NA","NA","NA","1451750","NA","Extended template","0","0","0","yes","1024","CAR"
"NA","2995","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","7","NA","NA","NA","NA","7","NA","NA","NA","NA","0","0","7","NA","0","0","0","0","7","NA","NA","NA","0","NA","0","NA","0","2","NA","7","NA","NA","NA","NA","0","NA","NA","NA","NA","2","0","0","NA","7","NA","NA","NA","NA","NA","NA","NA","7","NA","NA","NA","NA","NA","NA","7","NA","7","NA","0","NA","NA","NA","NA","7","NA","NA","NA","NA","0","NA","NA","NA","7","NA","Mon Mar 31 12:28:19 2025","A template containing a practice and an experimental phase","yes","0","NA","square","Prod_SOA_BB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","7","2","7","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-29.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","52153","NA","52153","NA","NA","NA","NA","1142","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","29","odd","1312018","NA","NA","1463039","NA","NA","NA","NA","1463542","NA","NA","NA","NA","1380122","NA","1468547","NA","NA","1327968","NA","NA","1471558","NA","NA","NA","3202","NA","NA","NA","3205","1322921","NA","1465049","NA","NA","NA","NA","NA","NA","NA","NA","NA","1322926","1310875","NA","NA","1472053","NA","NA","NA","NA","NA","NA","NA","1472055","NA","NA","NA","NA","NA","NA","1464545","NA","1471546","NA","1382181","NA","NA","NA","NA","1465548","NA","NA","NA","NA","NA","NA","NA","NA","1463035","NA","Extended template","0","0","0","yes","1024","JAR"
"NA","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","8","NA","NA","NA","NA","8","NA","NA","NA","NA","0","0","8","NA","0","0","0","0","8","NA","NA","NA","0","NA","0","NA","0","2","NA","8","NA","NA","NA","NA","0","NA","NA","NA","NA","2","0","0","NA","8","NA","NA","NA","NA","NA","NA","NA","8","NA","NA","NA","NA","NA","NA","8","NA","8","NA","0","NA","NA","NA","NA","8","NA","NA","NA","NA","0","NA","NA","NA","8","NA","Mon Mar 31 12:28:19 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_BB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","8","2","8","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-29.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","52153","NA","52153","NA","NA","NA","NA","1142","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","29","odd","1312018","NA","NA","1473837","NA","NA","NA","NA","1474340","NA","NA","NA","NA","1380122","NA","1479345","NA","NA","1327968","NA","NA","1482842","NA","NA","NA","3202","NA","NA","NA","3205","1322921","NA","1475847","NA","NA","NA","NA","NA","NA","NA","NA","NA","1322926","1310875","NA","NA","1483338","NA","NA","NA","NA","NA","NA","NA","1483340","NA","NA","NA","NA","NA","NA","1475343","NA","1479844","NA","1382181","NA","NA","NA","NA","1476346","NA","NA","NA","NA","NA","NA","NA","NA","1473833","NA","Extended template","0","0","0","yes","1024","SUN"
"NA","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","9","NA","NA","NA","NA","9","NA","NA","NA","NA","0","0","9","NA","0","0","0","0","9","NA","NA","NA","0","NA","0","NA","0","2","NA","9","NA","NA","NA","NA","0","NA","NA","NA","NA","2","0","0","NA","9","NA","NA","NA","NA","NA","NA","NA","9","NA","NA","NA","NA","NA","NA","9","NA","9","NA","0","NA","NA","NA","NA","9","NA","NA","NA","NA","0","NA","NA","NA","9","NA","Mon Mar 31 12:28:19 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_BB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","9","2","9","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-29.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","52153","NA","52153","NA","NA","NA","NA","1142","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","29","odd","1312018","NA","NA","1485118","NA","NA","NA","NA","1485621","NA","NA","NA","NA","1380122","NA","1490626","NA","NA","1327968","NA","NA","1494123","NA","NA","NA","3202","NA","NA","NA","3205","1322921","NA","1487128","NA","NA","NA","NA","NA","NA","NA","NA","NA","1322926","1310875","NA","NA","1494619","NA","NA","NA","NA","NA","NA","NA","1494621","NA","NA","NA","NA","NA","NA","1486624","NA","1491125","NA","1382181","NA","NA","NA","NA","1487627","NA","NA","NA","NA","NA","NA","NA","NA","1485114","NA","Extended template","0","0","0","yes","1024","CAT"
