"List_Number","SOA","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_end_of_familiarization","correct_instructions","correct_keyboard_response","correct_new_keyboard_response","count_Familiarization","count_Test_loop","count_about_this_template","count_blank_screen","count_blank_screen_1","count_blank_screen_2","count_blank_screen_3","count_blank_screen_3_1","count_blank_screen_4","count_blink_screen","count_blink_screen_1","count_blink_screen_1_1","count_block_loop","count_calibrate","count_calibrate_1","count_delay","count_delay_1","count_end_of_experiment","count_end_of_familiarization","count_end_of_practice","count_end_of_study","count_end_of_trial","count_end_of_trial_1","count_equal_instruction","count_ex_instruction","count_experiment","count_experimental_loop","count_experimental_loop_1","count_experimenter","count_eyetracking_init","count_familiarization_sequence","count_feedback","count_fixation_NT","count_fixation_NT_1","count_fixation_NT_2","count_inline_blink","count_inline_blink_1","count_inline_fixation","count_inline_fixation_1","count_inline_stimulus","count_inline_stimulus_1","count_instruction_cue","count_instructions","count_key_press","count_keyboard_response","count_log_end_of_practice","count_logger","count_loop","count_new_inline_script","count_new_keyboard_response","count_new_logger","count_new_logger_1","count_new_logger_1_1","count_new_loop","count_new_pygaze_log","count_new_pygaze_log_1","count_new_pygaze_start_recording","count_new_pygaze_start_recording_1","count_new_sketchpad","count_new_sketchpad_1","count_new_sketchpad_2","count_new_sketchpad_3","count_plus_instruction","count_post_cue","count_post_cue_1","count_practice_loop","count_reset_feedback","count_sketchpad","count_stimuli","count_stimuli_1","count_stimulus_test","count_stop_study","count_stop_test","count_test_instructions","count_test_log","count_test_sequence","count_trial_sequence","count_trial_sequence_1","count_trial_sequence_1_1","datetime","description","disable_garbage_collection","e_SO","empty_column","eq_sq","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","instruction","keyboard_backend","live_row","live_row_Familiarization","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_end_of_experiment","response_end_of_familiarization","response_end_of_practice","response_end_of_study","response_experimenter","response_feedback","response_instructions","response_key_press","response_keyboard_response","response_new_keyboard_response","response_new_sketchpad","response_new_sketchpad_1","response_new_sketchpad_3","response_test_instructions","response_time","response_time_end_of_experiment","response_time_end_of_familiarization","response_time_end_of_practice","response_time_end_of_study","response_time_experimenter","response_time_feedback","response_time_instructions","response_time_key_press","response_time_keyboard_response","response_time_new_keyboard_response","response_time_new_sketchpad","response_time_new_sketchpad_1","response_time_new_sketchpad_3","response_time_test_instructions","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Familiarization","time_Test_loop","time_about_this_template","time_blank_screen","time_blank_screen_1","time_blank_screen_2","time_blank_screen_3","time_blank_screen_3_1","time_blank_screen_4","time_blink_screen","time_blink_screen_1","time_blink_screen_1_1","time_block_loop","time_calibrate","time_calibrate_1","time_delay","time_delay_1","time_end_of_experiment","time_end_of_familiarization","time_end_of_practice","time_end_of_study","time_end_of_trial","time_end_of_trial_1","time_equal_instruction","time_ex_instruction","time_experiment","time_experimental_loop","time_experimental_loop_1","time_experimenter","time_eyetracking_init","time_familiarization_sequence","time_feedback","time_fixation_NT","time_fixation_NT_1","time_fixation_NT_2","time_inline_blink","time_inline_blink_1","time_inline_fixation","time_inline_fixation_1","time_inline_stimulus","time_inline_stimulus_1","time_instruction_cue","time_instructions","time_key_press","time_keyboard_response","time_log_end_of_practice","time_logger","time_loop","time_new_inline_script","time_new_keyboard_response","time_new_logger","time_new_logger_1","time_new_logger_1_1","time_new_loop","time_new_pygaze_log","time_new_pygaze_log_1","time_new_pygaze_start_recording","time_new_pygaze_start_recording_1","time_new_sketchpad","time_new_sketchpad_1","time_new_sketchpad_2","time_new_sketchpad_3","time_plus_instruction","time_post_cue","time_post_cue_1","time_practice_loop","time_reset_feedback","time_sketchpad","time_stimuli","time_stimuli_1","time_stimulus_test","time_stop_study","time_stop_test","time_test_instructions","time_test_log","time_test_sequence","time_trial_sequence","time_trial_sequence_1","time_trial_sequence_1_1","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word"
"NA","2995","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","0","0","NA","NA","NA","NA","0","NA","NA","NA","0","0","0","NA","0","0","0","0","0","NA","NA","NA","0","NA","0","NA","0","2","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","0","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","0","NA","NA","0","NA","NA","NA","NA","0","NA","NA","NA","0","NA","Fri Jan 10 14:26:47 2025","A template containing a practice and an experimental phase","yes","0","NA","square","Prod_SOA_CA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","0","2","0","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-10.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","c","NA","c","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","130454","NA","130454","NA","NA","NA","NA","1276","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","10","even","703345","NA","NA","1029040","1030548","NA","NA","NA","NA","1029544","NA","NA","NA","NA","849713","1034550","NA","NA","719259","NA","NA","1037568","NA","NA","NA","25568","NA","NA","NA","25570","714212","NA","1031052","NA","NA","NA","NA","NA","NA","NA","NA","714217","702068","NA","NA","1038064","NA","NA","NA","NA","NA","1038066","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1037549","NA","1025935","NA","NA","1031551","NA","NA","NA","NA","NA","NA","NA","NA","1029036","NA","Extended template","0","0","0","yes","1024","JAR"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","1","1","NA","NA","NA","NA","1","NA","NA","NA","0","0","1","NA","0","0","0","0","1","NA","NA","NA","0","NA","0","NA","0","2","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","0","NA","NA","1","NA","NA","NA","NA","0","NA","NA","NA","1","NA","Fri Jan 10 14:26:47 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_CA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","1","2","1","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-10.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","c","NA","c","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","130454","NA","130454","NA","NA","NA","NA","1276","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","10","even","703345","NA","NA","1040132","1041638","NA","NA","NA","NA","1040635","NA","NA","NA","NA","849713","1045641","NA","NA","719259","NA","NA","1049139","NA","NA","NA","25568","NA","NA","NA","25570","714212","NA","1042142","NA","NA","NA","NA","NA","NA","NA","NA","714217","702068","NA","NA","1049634","NA","NA","NA","NA","NA","1049636","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1047140","NA","1025935","NA","NA","1042641","NA","NA","NA","NA","NA","NA","NA","NA","1040128","NA","Extended template","0","0","0","yes","1024","BAR"
"NA","2995","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","2","2","NA","NA","NA","NA","2","NA","NA","NA","0","0","2","NA","0","0","0","0","2","NA","NA","NA","0","NA","0","NA","0","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","2","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","0","NA","NA","2","NA","NA","NA","NA","0","NA","NA","NA","2","NA","Fri Jan 10 14:26:47 2025","A template containing a practice and an experimental phase","yes","0","NA","square","Prod_SOA_CA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","2","2","2","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-10.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","c","NA","c","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","130454","NA","130454","NA","NA","NA","NA","1276","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","10","even","703345","NA","NA","1051443","1052949","NA","NA","NA","NA","1051946","NA","NA","NA","NA","849713","1056952","NA","NA","719259","NA","NA","1059969","NA","NA","NA","25568","NA","NA","NA","25570","714212","NA","1053453","NA","NA","NA","NA","NA","NA","NA","NA","714217","702068","NA","NA","1060464","NA","NA","NA","NA","NA","1060466","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1059951","NA","1025935","NA","NA","1053952","NA","NA","NA","NA","NA","NA","NA","NA","1051439","NA","Extended template","0","0","0","yes","1024","FOX"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","3","3","NA","NA","NA","NA","3","NA","NA","NA","0","0","3","NA","0","0","0","0","3","NA","NA","NA","0","NA","0","NA","0","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","3","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","0","NA","NA","3","NA","NA","NA","NA","0","NA","NA","NA","3","NA","Fri Jan 10 14:26:47 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_CA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","3","2","3","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-10.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","c","NA","c","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","130454","NA","130454","NA","NA","NA","NA","1276","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","10","even","703345","NA","NA","1062267","1063773","NA","NA","NA","NA","1062770","NA","NA","NA","NA","849713","1067776","NA","NA","719259","NA","NA","1071273","NA","NA","NA","25568","NA","NA","NA","25570","714212","NA","1064277","NA","NA","NA","NA","NA","NA","NA","NA","714217","702068","NA","NA","1071769","NA","NA","NA","NA","NA","1071771","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1069275","NA","1025935","NA","NA","1064776","NA","NA","NA","NA","NA","NA","NA","NA","1062263","NA","Extended template","0","0","0","yes","1024","PET"
"NA","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","4","4","NA","NA","NA","NA","4","NA","NA","NA","0","0","4","NA","0","0","0","0","4","NA","NA","NA","0","NA","0","NA","0","2","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","4","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","0","NA","NA","4","NA","NA","NA","NA","0","NA","NA","NA","4","NA","Fri Jan 10 14:26:47 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","4","2","4","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-10.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","c","NA","c","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","130454","NA","130454","NA","NA","NA","NA","1276","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","10","even","703345","NA","NA","1073565","1075071","NA","NA","NA","NA","1074068","NA","NA","NA","NA","849713","1079074","NA","NA","719259","NA","NA","1082572","NA","NA","NA","25568","NA","NA","NA","25570","714212","NA","1075575","NA","NA","NA","NA","NA","NA","NA","NA","714217","702068","NA","NA","1083067","NA","NA","NA","NA","NA","1083069","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1079573","NA","1025935","NA","NA","1076074","NA","NA","NA","NA","NA","NA","NA","NA","1073561","NA","Extended template","0","0","0","yes","1024","SUN"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","5","5","NA","NA","NA","NA","5","NA","NA","NA","0","0","5","NA","0","0","0","0","5","NA","NA","NA","0","NA","0","NA","0","2","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","5","NA","NA","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","0","NA","NA","5","NA","NA","NA","NA","0","NA","NA","NA","5","NA","Fri Jan 10 14:26:47 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_CA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","5","2","5","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-10.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","c","NA","c","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","130454","NA","130454","NA","NA","NA","NA","1276","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","10","even","703345","NA","NA","1084865","1086371","NA","NA","NA","NA","1085368","NA","NA","NA","NA","849713","1090374","NA","NA","719259","NA","NA","1093871","NA","NA","NA","25568","NA","NA","NA","25570","714212","NA","1086875","NA","NA","NA","NA","NA","NA","NA","NA","714217","702068","NA","NA","1094367","NA","NA","NA","NA","NA","1094369","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1091873","NA","1025935","NA","NA","1087374","NA","NA","NA","NA","NA","NA","NA","NA","1084862","NA","Extended template","0","0","0","yes","1024","SEA"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","6","6","NA","NA","NA","NA","6","NA","NA","NA","0","0","6","NA","0","0","0","0","6","NA","NA","NA","0","NA","0","NA","0","2","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","6","NA","NA","NA","NA","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","0","NA","NA","6","NA","NA","NA","NA","0","NA","NA","NA","6","NA","Fri Jan 10 14:26:47 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_CA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","6","2","6","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-10.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","c","NA","c","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","130454","NA","130454","NA","NA","NA","NA","1276","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","10","even","703345","NA","NA","1096175","1097681","NA","NA","NA","NA","1096678","NA","NA","NA","NA","849713","1101684","NA","NA","719259","NA","NA","1105182","NA","NA","NA","25568","NA","NA","NA","25570","714212","NA","1098185","NA","NA","NA","NA","NA","NA","NA","NA","714217","702068","NA","NA","1105677","NA","NA","NA","NA","NA","1105679","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1103183","NA","1025935","NA","NA","1098684","NA","NA","NA","NA","NA","NA","NA","NA","1096171","NA","Extended template","0","0","0","yes","1024","PEN"
"NA","2995","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","7","7","NA","NA","NA","NA","7","NA","NA","NA","0","0","7","NA","0","0","0","0","7","NA","NA","NA","0","NA","0","NA","0","2","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","7","NA","NA","NA","NA","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","0","NA","NA","7","NA","NA","NA","NA","0","NA","NA","NA","7","NA","Fri Jan 10 14:26:47 2025","A template containing a practice and an experimental phase","yes","0","NA","square","Prod_SOA_CA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","7","2","7","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-10.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","c","NA","c","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","130454","NA","130454","NA","NA","NA","NA","1276","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","10","even","703345","NA","NA","1107498","1109002","NA","NA","NA","NA","1108000","NA","NA","NA","NA","849713","1113004","NA","NA","719259","NA","NA","1116018","NA","NA","NA","25568","NA","NA","NA","25570","714212","NA","1109506","NA","NA","NA","NA","NA","NA","NA","NA","714217","702068","NA","NA","1116513","NA","NA","NA","NA","NA","1116515","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1116002","NA","1025935","NA","NA","1110005","NA","NA","NA","NA","NA","NA","NA","NA","1107494","NA","Extended template","0","0","0","yes","1024","HAT"
"NA","2995","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","8","8","NA","NA","NA","NA","8","NA","NA","NA","0","0","8","NA","0","0","0","0","8","NA","NA","NA","0","NA","0","NA","0","2","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","8","NA","NA","NA","NA","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8","NA","0","NA","NA","8","NA","NA","NA","NA","0","NA","NA","NA","8","NA","Fri Jan 10 14:26:47 2025","A template containing a practice and an experimental phase","yes","0","NA","square","Prod_SOA_CA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","8","2","8","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-10.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","c","NA","c","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","130454","NA","130454","NA","NA","NA","NA","1276","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","10","even","703345","NA","NA","1118324","1119830","NA","NA","NA","NA","1118827","NA","NA","NA","NA","849713","1123833","NA","NA","719259","NA","NA","1126836","NA","NA","NA","25568","NA","NA","NA","25570","714212","NA","1120334","NA","NA","NA","NA","NA","NA","NA","NA","714217","702068","NA","NA","1127331","NA","NA","NA","NA","NA","1127333","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1126832","NA","1025935","NA","NA","1120833","NA","NA","NA","NA","NA","NA","NA","NA","1118320","NA","Extended template","0","0","0","yes","1024","TOY"
"NA","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","9","9","NA","NA","NA","NA","9","NA","NA","NA","0","0","9","NA","0","0","0","0","9","NA","NA","NA","0","NA","0","NA","0","2","NA","9","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","9","NA","NA","NA","NA","NA","9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9","NA","0","NA","NA","9","NA","NA","NA","NA","0","NA","NA","NA","9","NA","Fri Jan 10 14:26:47 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CA.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","9","2","9","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-10.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","c","NA","c","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","130454","NA","130454","NA","NA","NA","NA","1276","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","10","even","703345","NA","NA","1129131","1130637","NA","NA","NA","NA","1129634","NA","NA","NA","NA","849713","1134640","NA","NA","719259","NA","NA","1138138","NA","NA","NA","25568","NA","NA","NA","25570","714212","NA","1131141","NA","NA","NA","NA","NA","NA","NA","NA","714217","702068","NA","NA","1138633","NA","NA","NA","NA","NA","1138635","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1135139","NA","1025935","NA","NA","1131640","NA","NA","NA","NA","NA","NA","NA","NA","1129128","NA","Extended template","0","0","0","yes","1024","CAR"
