"List_Number","SOA","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_end_of_familiarization","correct_instructions","correct_keyboard_response","correct_new_keyboard_response","count_Familiarization","count_Test_loop","count_about_this_template","count_blank_screen","count_blank_screen_1","count_blank_screen_2","count_blank_screen_2_1","count_blank_screen_3","count_blank_screen_3_1","count_blink_screen","count_blink_screen_1","count_blink_screen_1_1","count_block_loop","count_calibrate","count_calibrate_1","count_calibrate_2","count_delay","count_delay_1","count_end_of_experiment","count_end_of_familiarization","count_end_of_practice","count_end_of_study","count_end_of_trial","count_end_of_trial_1","count_equal_instruction","count_ex_instruction","count_experiment","count_experimental_loop","count_experimental_loop_1","count_experimenter","count_eyetracking_init","count_familiarization_sequence","count_feedback","count_fixation_NT","count_fixation_NT_1","count_fixation_NT_2","count_inline_blink","count_inline_blink_1","count_inline_fixation","count_inline_fixation_1","count_inline_stimulus","count_inline_stimulus_1","count_instruction_cue","count_instructions","count_key_press","count_keyboard_response","count_log_end_of_test","count_log_end_of_trial","count_logger","count_loop","count_new_inline_script","count_new_keyboard_response","count_new_logger","count_new_logger_1","count_new_logger_1_1","count_new_loop","count_new_pygaze_log","count_new_sketchpad","count_new_sketchpad_1","count_new_sketchpad_2","count_new_sketchpad_3","count_plus_instruction","count_post_cue","count_post_cue_1","count_practice_loop","count_record_study","count_record_test","count_reset_feedback","count_sketchpad","count_stimuli","count_stimuli_1","count_stimulus_test","count_stop_recording","count_stop_test","count_test_instructions","count_test_log","count_test_sequence","count_trial_sequence","count_trial_sequence_1","count_trial_sequence_1_1","datetime","description","disable_garbage_collection","e_SO","empty_column","eq_sq","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","instruction","keyboard_backend","live_row","live_row_Familiarization","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_end_of_experiment","response_end_of_familiarization","response_end_of_practice","response_end_of_study","response_experimenter","response_feedback","response_instructions","response_key_press","response_keyboard_response","response_new_keyboard_response","response_new_sketchpad","response_new_sketchpad_1","response_new_sketchpad_3","response_test_instructions","response_time","response_time_end_of_experiment","response_time_end_of_familiarization","response_time_end_of_practice","response_time_end_of_study","response_time_experimenter","response_time_feedback","response_time_instructions","response_time_key_press","response_time_keyboard_response","response_time_new_keyboard_response","response_time_new_sketchpad","response_time_new_sketchpad_1","response_time_new_sketchpad_3","response_time_test_instructions","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Familiarization","time_Test_loop","time_about_this_template","time_blank_screen","time_blank_screen_1","time_blank_screen_2","time_blank_screen_2_1","time_blank_screen_3","time_blank_screen_3_1","time_blink_screen","time_blink_screen_1","time_blink_screen_1_1","time_block_loop","time_calibrate","time_calibrate_1","time_calibrate_2","time_delay","time_delay_1","time_end_of_experiment","time_end_of_familiarization","time_end_of_practice","time_end_of_study","time_end_of_trial","time_end_of_trial_1","time_equal_instruction","time_ex_instruction","time_experiment","time_experimental_loop","time_experimental_loop_1","time_experimenter","time_eyetracking_init","time_familiarization_sequence","time_feedback","time_fixation_NT","time_fixation_NT_1","time_fixation_NT_2","time_inline_blink","time_inline_blink_1","time_inline_fixation","time_inline_fixation_1","time_inline_stimulus","time_inline_stimulus_1","time_instruction_cue","time_instructions","time_key_press","time_keyboard_response","time_log_end_of_test","time_log_end_of_trial","time_logger","time_loop","time_new_inline_script","time_new_keyboard_response","time_new_logger","time_new_logger_1","time_new_logger_1_1","time_new_loop","time_new_pygaze_log","time_new_sketchpad","time_new_sketchpad_1","time_new_sketchpad_2","time_new_sketchpad_3","time_plus_instruction","time_post_cue","time_post_cue_1","time_practice_loop","time_record_study","time_record_test","time_reset_feedback","time_sketchpad","time_stimuli","time_stimuli_1","time_stimulus_test","time_stop_recording","time_stop_test","time_test_instructions","time_test_log","time_test_sequence","time_trial_sequence","time_trial_sequence_1","time_trial_sequence_1_1","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word"
"NA","2995","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","0","0","NA","NA","NA","NA","0","NA","NA","NA","0","0","0","0","NA","0","0","0","0","0","NA","NA","NA","0","NA","0","NA","0","2","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","NA","0","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","0","NA","NA","NA","NA","0","NA","NA","NA","NA","0","NA","NA","NA","0","NA","Fri Jan 10 17:49:19 2025","A template containing a practice and an experimental phase","yes","0","NA","square","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","0","2","0","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-11.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","q","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","14945","NA","14945","NA","NA","NA","NA","1111","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","11","odd","814455","NA","NA","1112403","1113909","NA","NA","NA","NA","1112906","NA","NA","NA","845375","NA","NA","1117912","NA","NA","830429","NA","NA","1120927","NA","NA","NA","23389","NA","NA","NA","23393","825381","NA","1114413","NA","NA","NA","NA","NA","NA","NA","NA","825387","813343","NA","NA","NA","1121423","NA","NA","NA","NA","NA","1121425","NA","NA","NA","NA","NA","NA","NA","NA","1120911","NA","1109502","NA","NA","NA","NA","1114912","NA","NA","NA","NA","NA","NA","NA","NA","1112399","NA","Extended template","0","0","0","yes","1024","FOX"
"NA","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","1","1","NA","NA","NA","NA","1","NA","NA","NA","0","0","0","1","NA","0","0","0","0","1","NA","NA","NA","0","NA","0","NA","0","2","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","0","NA","NA","NA","NA","1","NA","NA","NA","NA","0","NA","NA","NA","1","NA","Fri Jan 10 17:49:19 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","1","2","1","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-11.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","q","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","14945","NA","14945","NA","NA","NA","NA","1111","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","11","odd","814455","NA","NA","1123490","1124996","NA","NA","NA","NA","1123993","NA","NA","NA","845375","NA","NA","1128998","NA","NA","830429","NA","NA","1132497","NA","NA","NA","23389","NA","NA","NA","23393","825381","NA","1125500","NA","NA","NA","NA","NA","NA","NA","NA","825387","813343","NA","NA","NA","1132992","NA","NA","NA","NA","NA","1132994","NA","NA","NA","NA","NA","NA","NA","NA","1129498","NA","1109502","NA","NA","NA","NA","1125999","NA","NA","NA","NA","NA","NA","NA","NA","1123486","NA","Extended template","0","0","0","yes","1024","CAT"
"NA","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","2","2","NA","NA","NA","NA","2","NA","NA","NA","0","0","0","2","NA","0","0","0","0","2","NA","NA","NA","0","NA","0","NA","0","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","NA","2","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","0","NA","NA","NA","NA","2","NA","NA","NA","NA","0","NA","NA","NA","2","NA","Fri Jan 10 17:49:19 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","2","2","2","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-11.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","q","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","14945","NA","14945","NA","NA","NA","NA","1111","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","11","odd","814455","NA","NA","1134785","1136292","NA","NA","NA","NA","1135289","NA","NA","NA","845375","NA","NA","1140295","NA","NA","830429","NA","NA","1143793","NA","NA","NA","23389","NA","NA","NA","23393","825381","NA","1136796","NA","NA","NA","NA","NA","NA","NA","NA","825387","813343","NA","NA","NA","1144288","NA","NA","NA","NA","NA","1144290","NA","NA","NA","NA","NA","NA","NA","NA","1140794","NA","1109502","NA","NA","NA","NA","1137295","NA","NA","NA","NA","NA","NA","NA","NA","1134782","NA","Extended template","0","0","0","yes","1024","CAR"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","3","3","NA","NA","NA","NA","3","NA","NA","NA","0","0","0","3","NA","0","0","0","0","3","NA","NA","NA","0","NA","0","NA","0","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","NA","3","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","0","NA","NA","NA","NA","3","NA","NA","NA","NA","0","NA","NA","NA","3","NA","Fri Jan 10 17:49:19 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","3","2","3","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-11.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","q","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","14945","NA","14945","NA","NA","NA","NA","1111","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","11","odd","814455","NA","NA","1146075","1147581","NA","NA","NA","NA","1146578","NA","NA","NA","845375","NA","NA","1151584","NA","NA","830429","NA","NA","1155081","NA","NA","NA","23389","NA","NA","NA","23393","825381","NA","1148085","NA","NA","NA","NA","NA","NA","NA","NA","825387","813343","NA","NA","NA","1155577","NA","NA","NA","NA","NA","1155579","NA","NA","NA","NA","NA","NA","NA","NA","1153083","NA","1109502","NA","NA","NA","NA","1148584","NA","NA","NA","NA","NA","NA","NA","NA","1146071","NA","Extended template","0","0","0","yes","1024","PEN"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","4","4","NA","NA","NA","NA","4","NA","NA","NA","0","0","0","4","NA","0","0","0","0","4","NA","NA","NA","0","NA","0","NA","0","2","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","NA","4","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","0","NA","NA","NA","NA","4","NA","NA","NA","NA","0","NA","NA","NA","4","NA","Fri Jan 10 17:49:19 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","4","2","4","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-11.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","q","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","14945","NA","14945","NA","NA","NA","NA","1111","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","11","odd","814455","NA","NA","1157361","1158868","NA","NA","NA","NA","1157865","NA","NA","NA","845375","NA","NA","1162871","NA","NA","830429","NA","NA","1166368","NA","NA","NA","23389","NA","NA","NA","23393","825381","NA","1159372","NA","NA","NA","NA","NA","NA","NA","NA","825387","813343","NA","NA","NA","1166863","NA","NA","NA","NA","NA","1166865","NA","NA","NA","NA","NA","NA","NA","NA","1164370","NA","1109502","NA","NA","NA","NA","1159871","NA","NA","NA","NA","NA","NA","NA","NA","1157358","NA","Extended template","0","0","0","yes","1024","BAR"
"NA","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","5","5","NA","NA","NA","NA","5","NA","NA","NA","0","0","0","5","NA","0","0","0","0","5","NA","NA","NA","0","NA","0","NA","0","2","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","NA","5","NA","NA","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","0","NA","NA","NA","NA","5","NA","NA","NA","NA","0","NA","NA","NA","5","NA","Fri Jan 10 17:49:19 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","5","2","5","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-11.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","q","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","14945","NA","14945","NA","NA","NA","NA","1111","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","11","odd","814455","NA","NA","1168654","1170161","NA","NA","NA","NA","1169158","NA","NA","NA","845375","NA","NA","1174164","NA","NA","830429","NA","NA","1177661","NA","NA","NA","23389","NA","NA","NA","23393","825381","NA","1170665","NA","NA","NA","NA","NA","NA","NA","NA","825387","813343","NA","NA","NA","1178156","NA","NA","NA","NA","NA","1178158","NA","NA","NA","NA","NA","NA","NA","NA","1174663","NA","1109502","NA","NA","NA","NA","1171164","NA","NA","NA","NA","NA","NA","NA","NA","1168651","NA","Extended template","0","0","0","yes","1024","MUG"
"NA","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","6","6","NA","NA","NA","NA","6","NA","NA","NA","0","0","0","6","NA","0","0","0","0","6","NA","NA","NA","0","NA","0","NA","0","2","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","NA","6","NA","NA","NA","NA","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","0","NA","NA","NA","NA","6","NA","NA","NA","NA","0","NA","NA","NA","6","NA","Fri Jan 10 17:49:19 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","6","2","6","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-11.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","q","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","14945","NA","14945","NA","NA","NA","NA","1111","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","11","odd","814455","NA","NA","1179950","1181456","NA","NA","NA","NA","1180453","NA","NA","NA","845375","NA","NA","1185459","NA","NA","830429","NA","NA","1188956","NA","NA","NA","23389","NA","NA","NA","23393","825381","NA","1181960","NA","NA","NA","NA","NA","NA","NA","NA","825387","813343","NA","NA","NA","1189452","NA","NA","NA","NA","NA","1189454","NA","NA","NA","NA","NA","NA","NA","NA","1185958","NA","1109502","NA","NA","NA","NA","1182459","NA","NA","NA","NA","NA","NA","NA","NA","1179946","NA","Extended template","0","0","0","yes","1024","SUN"
"NA","2995","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","7","7","NA","NA","NA","NA","7","NA","NA","NA","0","0","0","7","NA","0","0","0","0","7","NA","NA","NA","0","NA","0","NA","0","2","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","NA","7","NA","NA","NA","NA","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","0","NA","NA","NA","NA","7","NA","NA","NA","NA","0","NA","NA","NA","7","NA","Fri Jan 10 17:49:19 2025","A template containing a practice and an experimental phase","yes","0","NA","square","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","7","2","7","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-11.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","q","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","14945","NA","14945","NA","NA","NA","NA","1111","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","11","odd","814455","NA","NA","1191247","1192753","NA","NA","NA","NA","1191750","NA","NA","NA","845375","NA","NA","1196755","NA","NA","830429","NA","NA","1199761","NA","NA","NA","23389","NA","NA","NA","23393","825381","NA","1193257","NA","NA","NA","NA","NA","NA","NA","NA","825387","813343","NA","NA","NA","1200256","NA","NA","NA","NA","NA","1200258","NA","NA","NA","NA","NA","NA","NA","NA","1199755","NA","1109502","NA","NA","NA","NA","1193756","NA","NA","NA","NA","NA","NA","NA","NA","1191243","NA","Extended template","0","0","0","yes","1024","HAT"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","8","8","NA","NA","NA","NA","8","NA","NA","NA","0","0","0","8","NA","0","0","0","0","8","NA","NA","NA","0","NA","0","NA","0","2","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","NA","8","NA","NA","NA","NA","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","8","NA","0","NA","NA","NA","NA","8","NA","NA","NA","NA","0","NA","NA","NA","8","NA","Fri Jan 10 17:49:19 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","8","2","8","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-11.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","q","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","14945","NA","14945","NA","NA","NA","NA","1111","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","11","odd","814455","NA","NA","1202264","1203770","NA","NA","NA","NA","1202767","NA","NA","NA","845375","NA","NA","1207773","NA","NA","830429","NA","NA","1211271","NA","NA","NA","23389","NA","NA","NA","23393","825381","NA","1204274","NA","NA","NA","NA","NA","NA","NA","NA","825387","813343","NA","NA","NA","1211766","NA","NA","NA","NA","NA","1211768","NA","NA","NA","NA","NA","NA","NA","NA","1209272","NA","1109502","NA","NA","NA","NA","1204773","NA","NA","NA","NA","NA","NA","NA","NA","1202260","NA","Extended template","0","0","0","yes","1024","PET"
"NA","2995","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","9","9","NA","NA","NA","NA","9","NA","NA","NA","0","0","0","9","NA","0","0","0","0","9","NA","NA","NA","0","NA","0","NA","0","2","NA","9","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","NA","9","NA","NA","NA","NA","NA","9","NA","NA","NA","NA","NA","NA","NA","NA","9","NA","0","NA","NA","NA","NA","9","NA","NA","NA","NA","0","NA","NA","NA","9","NA","Fri Jan 10 17:49:19 2025","A template containing a practice and an experimental phase","yes","0","NA","square","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","9","2","9","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-11.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","q","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","14945","NA","14945","NA","NA","NA","NA","1111","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","11","odd","814455","NA","NA","1213554","1215060","NA","NA","NA","NA","1214057","NA","NA","NA","845375","NA","NA","1219063","NA","NA","830429","NA","NA","1222077","NA","NA","NA","23389","NA","NA","NA","23393","825381","NA","1215564","NA","NA","NA","NA","NA","NA","NA","NA","825387","813343","NA","NA","NA","1222572","NA","NA","NA","NA","NA","1222574","NA","NA","NA","NA","NA","NA","NA","NA","1222062","NA","1109502","NA","NA","NA","NA","1216063","NA","NA","NA","NA","NA","NA","NA","NA","1213551","NA","Extended template","0","0","0","yes","1024","TOY"
