"List_Number","SOA","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_end_of_familiarization","correct_instructions","correct_keyboard_response","correct_new_keyboard_response","count_Familiarization","count_Test_loop","count_about_this_template","count_blank_screen","count_blank_screen_1","count_blank_screen_2","count_blank_screen_3","count_blank_screen_test","count_blank_screen_test_1","count_blink_screen","count_blink_screen_1","count_blink_screen_test","count_block_loop","count_calibrate","count_calibrate_2","count_calibrate_3","count_delay","count_delay_1","count_end_of_experiment","count_end_of_familiarization","count_end_of_practice","count_end_of_study","count_end_of_trial","count_end_of_trial_1","count_equal_instruction","count_ex_instruction","count_experiment","count_experimental_loop","count_experimental_loop_1","count_experimenter","count_familiarization_sequence","count_feedback","count_fixation_NT","count_fixation_NT_1","count_fixation_NT_2","count_inline_blink","count_inline_blink_1","count_inline_fixation","count_inline_fixation_1","count_inline_stimuli","count_inline_stimulus","count_instruction_cue","count_instructions","count_keyboard_response","count_log_end_of_exp","count_log_end_of_practice","count_log_test","count_logger","count_loop","count_new_inline_script","count_new_keyboard_response","count_new_logger","count_new_logger_1","count_new_logger_1_1","count_new_loop","count_new_pygaze_init","count_new_pygaze_stop_recording","count_new_pygaze_stop_recording_1","count_new_sketchpad","count_new_sketchpad_1","count_new_sketchpad_2","count_new_sketchpad_3","count_new_sketchpad_6","count_new_sketchpad_7","count_new_sketchpad_8","count_plus_instruction","count_post_cue","count_post_cue_1","count_practice_loop","count_press_key","count_record_study","count_reset_feedback","count_sketchpad","count_start_recording_test","count_stimuli","count_stimuli_1","count_stimuli_test","count_test_instructions","count_test_log","count_test_sequence","count_trial_sequence","count_trial_sequence_1","count_trial_sequence_1_1","datetime","description","disable_garbage_collection","e_SO","empty_column","eq_sq","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","instruction","keyboard_backend","live_row","live_row_Familiarization","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_end_of_experiment","response_end_of_familiarization","response_end_of_practice","response_end_of_study","response_experimenter","response_feedback","response_instructions","response_keyboard_response","response_new_keyboard_response","response_new_sketchpad","response_new_sketchpad_1","response_new_sketchpad_3","response_new_sketchpad_6","response_new_sketchpad_7","response_new_sketchpad_8","response_press_key","response_test_instructions","response_time","response_time_end_of_experiment","response_time_end_of_familiarization","response_time_end_of_practice","response_time_end_of_study","response_time_experimenter","response_time_feedback","response_time_instructions","response_time_keyboard_response","response_time_new_keyboard_response","response_time_new_sketchpad","response_time_new_sketchpad_1","response_time_new_sketchpad_3","response_time_new_sketchpad_6","response_time_new_sketchpad_7","response_time_new_sketchpad_8","response_time_press_key","response_time_test_instructions","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Familiarization","time_Test_loop","time_about_this_template","time_blank_screen","time_blank_screen_1","time_blank_screen_2","time_blank_screen_3","time_blank_screen_test","time_blank_screen_test_1","time_blink_screen","time_blink_screen_1","time_blink_screen_test","time_block_loop","time_calibrate","time_calibrate_2","time_calibrate_3","time_delay","time_delay_1","time_end_of_experiment","time_end_of_familiarization","time_end_of_practice","time_end_of_study","time_end_of_trial","time_end_of_trial_1","time_equal_instruction","time_ex_instruction","time_experiment","time_experimental_loop","time_experimental_loop_1","time_experimenter","time_familiarization_sequence","time_feedback","time_fixation_NT","time_fixation_NT_1","time_fixation_NT_2","time_inline_blink","time_inline_blink_1","time_inline_fixation","time_inline_fixation_1","time_inline_stimuli","time_inline_stimulus","time_instruction_cue","time_instructions","time_keyboard_response","time_log_end_of_exp","time_log_end_of_practice","time_log_test","time_logger","time_loop","time_new_inline_script","time_new_keyboard_response","time_new_logger","time_new_logger_1","time_new_logger_1_1","time_new_loop","time_new_pygaze_init","time_new_pygaze_stop_recording","time_new_pygaze_stop_recording_1","time_new_sketchpad","time_new_sketchpad_1","time_new_sketchpad_2","time_new_sketchpad_3","time_new_sketchpad_6","time_new_sketchpad_7","time_new_sketchpad_8","time_plus_instruction","time_post_cue","time_post_cue_1","time_practice_loop","time_press_key","time_record_study","time_reset_feedback","time_sketchpad","time_start_recording_test","time_stimuli","time_stimuli_1","time_stimuli_test","time_test_instructions","time_test_log","time_test_sequence","time_trial_sequence","time_trial_sequence_1","time_trial_sequence_1_1","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","0","NA","NA","0","NA","NA","0","NA","NA","NA","0","0","0","0","NA","0","0","0","0","0","NA","NA","NA","0","NA","0","NA","2","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","NA","0","NA","NA","NA","NA","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","0","0","NA","NA","NA","NA","0","NA","NA","0","NA","NA","NA","0","NA","Fri Feb 28 10:12:56 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","0","2","0","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-24.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4551","NA","4551","NA","NA","NA","NA","1745","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","24","even","3521465","NA","NA","3548270","NA","NA","3546762","NA","NA","3547265","NA","NA","NA","3542017","NA","NA","3552272","NA","NA","3537465","NA","NA","3555770","NA","NA","NA","3914","NA","NA","NA","3532418","NA","3548774","NA","NA","NA","NA","NA","NA","NA","NA","3532422","3519719","NA","NA","3556265","NA","NA","NA","NA","NA","NA","3556267","NA","NA","3916","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3553771","NA","3543554","NA","NA","NA","NA","NA","3549273","NA","NA","NA","NA","NA","NA","3546758","NA","Extended template","0","0","0","yes","1024","BAR"
"NA","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","1","NA","NA","1","NA","NA","1","NA","NA","NA","0","0","0","1","NA","0","0","0","0","1","NA","NA","NA","0","NA","0","NA","2","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","NA","1","NA","NA","NA","NA","NA","NA","1","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","0","0","NA","NA","NA","NA","1","NA","NA","0","NA","NA","NA","1","NA","Fri Feb 28 10:12:56 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","1","2","1","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-24.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4551","NA","4551","NA","NA","NA","NA","1745","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","24","even","3521465","NA","NA","3559794","NA","NA","3558286","NA","NA","3558791","NA","NA","NA","3542017","NA","NA","3563796","NA","NA","3537465","NA","NA","3567294","NA","NA","NA","3914","NA","NA","NA","3532418","NA","3560298","NA","NA","NA","NA","NA","NA","NA","NA","3532422","3519719","NA","NA","3567789","NA","NA","NA","NA","NA","NA","3567791","NA","NA","3916","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3564295","NA","3543554","NA","NA","NA","NA","NA","3560797","NA","NA","NA","NA","NA","NA","3558283","NA","Extended template","0","0","0","yes","1024","CAT"
"NA","2995","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","2","NA","NA","2","NA","NA","2","NA","NA","NA","0","0","0","2","NA","0","0","0","0","2","NA","NA","NA","0","NA","0","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","0","0","NA","NA","NA","NA","2","NA","NA","0","NA","NA","NA","2","NA","Fri Feb 28 10:12:56 2025","A template containing a practice and an experimental phase","yes","0","NA","square","Prod_SOA_AB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","2","2","2","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-24.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4551","NA","4551","NA","NA","NA","NA","1745","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","24","even","3521465","NA","NA","3571076","NA","NA","3569569","NA","NA","3570073","NA","NA","NA","3542017","NA","NA","3575078","NA","NA","3537465","NA","NA","3578086","NA","NA","NA","3914","NA","NA","NA","3532418","NA","3571580","NA","NA","NA","NA","NA","NA","NA","NA","3532422","3519719","NA","NA","3578581","NA","NA","NA","NA","NA","NA","3578583","NA","NA","3916","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3578077","NA","3543554","NA","NA","NA","NA","NA","3572079","NA","NA","NA","NA","NA","NA","3569566","NA","Extended template","0","0","0","yes","1024","FOX"
"NA","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","3","NA","NA","3","NA","NA","3","NA","NA","NA","0","0","0","3","NA","0","0","0","0","3","NA","NA","NA","0","NA","0","NA","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","NA","3","NA","NA","NA","NA","NA","NA","3","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","0","0","NA","NA","NA","NA","3","NA","NA","0","NA","NA","NA","3","NA","Fri Feb 28 10:12:56 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","3","2","3","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-24.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4551","NA","4551","NA","NA","NA","NA","1745","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","24","even","3521465","NA","NA","3581864","NA","NA","3580358","NA","NA","3580861","NA","NA","NA","3542017","NA","NA","3585866","NA","NA","3537465","NA","NA","3589363","NA","NA","NA","3914","NA","NA","NA","3532418","NA","3582368","NA","NA","NA","NA","NA","NA","NA","NA","3532422","3519719","NA","NA","3589859","NA","NA","NA","NA","NA","NA","3589861","NA","NA","3916","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3586365","NA","3543554","NA","NA","NA","NA","NA","3582867","NA","NA","NA","NA","NA","NA","3580354","NA","Extended template","0","0","0","yes","1024","CAR"
"NA","2995","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","4","NA","NA","4","NA","NA","4","NA","NA","NA","0","0","0","4","NA","0","0","0","0","4","NA","NA","NA","0","NA","0","NA","2","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","NA","4","NA","NA","NA","NA","NA","NA","4","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","0","0","NA","NA","NA","NA","4","NA","NA","0","NA","NA","NA","4","NA","Fri Feb 28 10:12:56 2025","A template containing a practice and an experimental phase","yes","0","NA","square","Prod_SOA_AB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","4","2","4","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-24.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4551","NA","4551","NA","NA","NA","NA","1745","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","24","even","3521465","NA","NA","3593142","NA","NA","3591636","NA","NA","3592139","NA","NA","NA","3542017","NA","NA","3597144","NA","NA","3537465","NA","NA","3600152","NA","NA","NA","3914","NA","NA","NA","3532418","NA","3593646","NA","NA","NA","NA","NA","NA","NA","NA","3532422","3519719","NA","NA","3600648","NA","NA","NA","NA","NA","NA","3600650","NA","NA","3916","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3600143","NA","3543554","NA","NA","NA","NA","NA","3594145","NA","NA","NA","NA","NA","NA","3591632","NA","Extended template","0","0","0","yes","1024","HAT"
"NA","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","5","NA","NA","5","NA","NA","5","NA","NA","NA","0","0","0","5","NA","0","0","0","0","5","NA","NA","NA","0","NA","0","NA","2","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","NA","5","NA","NA","NA","NA","NA","NA","5","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","0","0","NA","NA","NA","NA","5","NA","NA","0","NA","NA","NA","5","NA","Fri Feb 28 10:12:56 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","5","2","5","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-24.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4551","NA","4551","NA","NA","NA","NA","1745","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","24","even","3521465","NA","NA","3603933","NA","NA","3602427","NA","NA","3602930","NA","NA","NA","3542017","NA","NA","3607935","NA","NA","3537465","NA","NA","3611432","NA","NA","NA","3914","NA","NA","NA","3532418","NA","3604437","NA","NA","NA","NA","NA","NA","NA","NA","3532422","3519719","NA","NA","3611928","NA","NA","NA","NA","NA","NA","3611930","NA","NA","3916","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3608434","NA","3543554","NA","NA","NA","NA","NA","3604936","NA","NA","NA","NA","NA","NA","3602423","NA","Extended template","0","0","0","yes","1024","SUN"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","6","NA","NA","6","NA","NA","6","NA","NA","NA","0","0","0","6","NA","0","0","0","0","6","NA","NA","NA","0","NA","0","NA","2","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","NA","6","NA","NA","NA","NA","NA","NA","6","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","0","0","NA","NA","NA","NA","6","NA","NA","0","NA","NA","NA","6","NA","Fri Feb 28 10:12:56 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","6","2","6","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-24.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4551","NA","4551","NA","NA","NA","NA","1745","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","24","even","3521465","NA","NA","3615275","NA","NA","3613769","NA","NA","3614272","NA","NA","NA","3542017","NA","NA","3619277","NA","NA","3537465","NA","NA","3622774","NA","NA","NA","3914","NA","NA","NA","3532418","NA","3615779","NA","NA","NA","NA","NA","NA","NA","NA","3532422","3519719","NA","NA","3623270","NA","NA","NA","NA","NA","NA","3623272","NA","NA","3916","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3620776","NA","3543554","NA","NA","NA","NA","NA","3616278","NA","NA","NA","NA","NA","NA","3613765","NA","Extended template","0","0","0","yes","1024","PEN"
"NA","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","7","NA","NA","7","NA","NA","7","NA","NA","NA","0","0","0","7","NA","0","0","0","0","7","NA","NA","NA","0","NA","0","NA","2","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","NA","7","NA","NA","NA","NA","NA","NA","7","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","0","0","NA","NA","NA","NA","7","NA","NA","0","NA","NA","NA","7","NA","Fri Feb 28 10:12:56 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","7","2","7","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-24.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4551","NA","4551","NA","NA","NA","NA","1745","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","24","even","3521465","NA","NA","3626557","NA","NA","3625051","NA","NA","3625554","NA","NA","NA","3542017","NA","NA","3630559","NA","NA","3537465","NA","NA","3634056","NA","NA","NA","3914","NA","NA","NA","3532418","NA","3627061","NA","NA","NA","NA","NA","NA","NA","NA","3532422","3519719","NA","NA","3634552","NA","NA","NA","NA","NA","NA","3634554","NA","NA","3916","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3631058","NA","3543554","NA","NA","NA","NA","NA","3627560","NA","NA","NA","NA","NA","NA","3625047","NA","Extended template","0","0","0","yes","1024","MUG"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","8","NA","NA","8","NA","NA","8","NA","NA","NA","0","0","0","8","NA","0","0","0","0","8","NA","NA","NA","0","NA","0","NA","2","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","NA","8","NA","NA","NA","NA","NA","NA","8","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8","NA","0","0","NA","NA","NA","NA","8","NA","NA","0","NA","NA","NA","8","NA","Fri Feb 28 10:12:56 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","8","2","8","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-24.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4551","NA","4551","NA","NA","NA","NA","1745","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","24","even","3521465","NA","NA","3637837","NA","NA","3636331","NA","NA","3636834","NA","NA","NA","3542017","NA","NA","3641839","NA","NA","3537465","NA","NA","3645336","NA","NA","NA","3914","NA","NA","NA","3532418","NA","3638341","NA","NA","NA","NA","NA","NA","NA","NA","3532422","3519719","NA","NA","3645832","NA","NA","NA","NA","NA","NA","3645834","NA","NA","3916","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3643338","NA","3543554","NA","NA","NA","NA","NA","3638840","NA","NA","NA","NA","NA","NA","3636327","NA","Extended template","0","0","0","yes","1024","PET"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","9","NA","NA","9","NA","NA","9","NA","NA","NA","0","0","0","9","NA","0","0","0","0","9","NA","NA","NA","0","NA","0","NA","2","NA","9","NA","NA","NA","NA","NA","NA","NA","NA","2","0","NA","NA","9","NA","NA","NA","NA","NA","NA","9","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9","NA","0","0","NA","NA","NA","NA","9","NA","NA","0","NA","NA","NA","9","NA","Fri Feb 28 10:12:56 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","9","2","9","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-24.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4551","NA","4551","NA","NA","NA","NA","1745","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","24","even","3521465","NA","NA","3649117","NA","NA","3647611","NA","NA","3648114","NA","NA","NA","3542017","NA","NA","3653119","NA","NA","3537465","NA","NA","3656617","NA","NA","NA","3914","NA","NA","NA","3532418","NA","3649621","NA","NA","NA","NA","NA","NA","NA","NA","3532422","3519719","NA","NA","3657112","NA","NA","NA","NA","NA","NA","3657114","NA","NA","3916","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3654618","NA","3543554","NA","NA","NA","NA","NA","3650120","NA","NA","NA","NA","NA","NA","3647607","NA","Extended template","0","0","0","yes","1024","SEA"
