"List_Number","SOA","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_end_of_familiarization","correct_instructions","correct_keyboard_response","correct_new_keyboard_response","count_Familiarization","count_Test_loop","count_about_this_template","count_blank_screen","count_blank_screen_1","count_blank_screen_2","count_blank_screen_2_1","count_blank_screen_4","count_blink_screen","count_blink_screen_3","count_blink_screen_3_1","count_block_loop","count_calibrate","count_calibrate_1","count_calibrate_2","count_delay","count_delay_1","count_end_of_experiment","count_end_of_familiarization","count_end_of_practice","count_end_of_study","count_end_of_trial","count_end_of_trial_1","count_equal_instruction","count_ex_instruction","count_experiment","count_experimental_loop","count_experimental_loop_1","count_experimenter","count_eytracking_init","count_familiarization_sequence","count_feedback","count_fixation_NT","count_fixation_NT_1","count_fixation_NT_2","count_inline_blink","count_inline_blink_1","count_inline_fixation","count_inline_fixation_1","count_inline_stimulus","count_inline_stimulus_1","count_instruction_cue","count_instructions","count_key_press","count_keyboard_response","count_log_end_of_trial","count_logger","count_loop","count_new_inline_script","count_new_keyboard_response","count_new_logger","count_new_logger_1","count_new_logger_1_1","count_new_loop","count_new_pygaze_log","count_new_pygaze_log_1","count_new_pygaze_start_recording","count_new_sketchpad","count_new_sketchpad_1","count_new_sketchpad_2","count_new_sketchpad_3","count_new_sketchpad_4","count_plus_instruction","count_post_cue","count_post_cue_1","count_practice_loop","count_record_study","count_reset_feedback","count_sketchpad","count_stimuli","count_stimuli_1","count_stop_study","count_stop_test","count_test_instructions","count_test_log","count_test_sequence","count_trial_sequence","count_trial_sequence_1","count_trial_sequence_1_1","datetime","description","disable_garbage_collection","e_SO","empty_column","eq_sq","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","instruction","keyboard_backend","live_row","live_row_Familiarization","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_end_of_experiment","response_end_of_familiarization","response_end_of_practice","response_end_of_study","response_experimenter","response_feedback","response_instructions","response_key_press","response_keyboard_response","response_new_keyboard_response","response_new_sketchpad","response_new_sketchpad_1","response_new_sketchpad_3","response_test_instructions","response_time","response_time_end_of_experiment","response_time_end_of_familiarization","response_time_end_of_practice","response_time_end_of_study","response_time_experimenter","response_time_feedback","response_time_instructions","response_time_key_press","response_time_keyboard_response","response_time_new_keyboard_response","response_time_new_sketchpad","response_time_new_sketchpad_1","response_time_new_sketchpad_3","response_time_test_instructions","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Familiarization","time_Test_loop","time_about_this_template","time_blank_screen","time_blank_screen_1","time_blank_screen_2","time_blank_screen_2_1","time_blank_screen_4","time_blink_screen","time_blink_screen_3","time_blink_screen_3_1","time_block_loop","time_calibrate","time_calibrate_1","time_calibrate_2","time_delay","time_delay_1","time_end_of_experiment","time_end_of_familiarization","time_end_of_practice","time_end_of_study","time_end_of_trial","time_end_of_trial_1","time_equal_instruction","time_ex_instruction","time_experiment","time_experimental_loop","time_experimental_loop_1","time_experimenter","time_eytracking_init","time_familiarization_sequence","time_feedback","time_fixation_NT","time_fixation_NT_1","time_fixation_NT_2","time_inline_blink","time_inline_blink_1","time_inline_fixation","time_inline_fixation_1","time_inline_stimulus","time_inline_stimulus_1","time_instruction_cue","time_instructions","time_key_press","time_keyboard_response","time_log_end_of_trial","time_logger","time_loop","time_new_inline_script","time_new_keyboard_response","time_new_logger","time_new_logger_1","time_new_logger_1_1","time_new_loop","time_new_pygaze_log","time_new_pygaze_log_1","time_new_pygaze_start_recording","time_new_sketchpad","time_new_sketchpad_1","time_new_sketchpad_2","time_new_sketchpad_3","time_new_sketchpad_4","time_plus_instruction","time_post_cue","time_post_cue_1","time_practice_loop","time_record_study","time_reset_feedback","time_sketchpad","time_stimuli","time_stimuli_1","time_stop_study","time_stop_test","time_test_instructions","time_test_log","time_test_sequence","time_trial_sequence","time_trial_sequence_1","time_trial_sequence_1_1","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word"
"NA","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","0","0","NA","NA","NA","0","NA","NA","NA","0","0","0","0","NA","0","0","0","0","0","NA","NA","NA","0","NA","0","NA","0","2","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","0","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","0","NA","NA","NA","0","NA","NA","NA","0","NA","NA","NA","0","NA","Mon Mar 31 14:26:54 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","0","2","0","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-30.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","q","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","102301","NA","102301","NA","NA","NA","NA","845","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","30","even","482313","NA","NA","810877","812384","NA","NA","NA","811381","NA","NA","NA","600498","NA","NA","816386","NA","NA","498196","NA","NA","819884","NA","NA","NA","2688","NA","NA","NA","2691","493148","NA","812888","NA","NA","NA","NA","NA","NA","NA","NA","493153","481467","NA","NA","820379","NA","NA","NA","NA","NA","820381","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","816885","NA","808861","NA","NA","NA","813387","NA","NA","NA","NA","NA","NA","NA","810871","NA","Extended template","0","0","0","yes","1024","CAT"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","1","1","NA","NA","NA","1","NA","NA","NA","0","0","0","1","NA","0","0","0","0","1","NA","NA","NA","0","NA","0","NA","0","2","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","0","NA","NA","NA","1","NA","NA","NA","0","NA","NA","NA","1","NA","Mon Mar 31 14:26:54 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","1","2","1","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-30.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","q","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","102301","NA","102301","NA","NA","NA","NA","845","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","30","even","482313","NA","NA","822665","824171","NA","NA","NA","823168","NA","NA","NA","600498","NA","NA","828173","NA","NA","498196","NA","NA","831671","NA","NA","NA","2688","NA","NA","NA","2691","493148","NA","824675","NA","NA","NA","NA","NA","NA","NA","NA","493153","481467","NA","NA","832166","NA","NA","NA","NA","NA","832168","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","829672","NA","808861","NA","NA","NA","825174","NA","NA","NA","NA","NA","NA","NA","822661","NA","Extended template","0","0","0","yes","1024","BAR"
"NA","2995","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","2","2","NA","NA","NA","2","NA","NA","NA","0","0","0","2","NA","0","0","0","0","2","NA","NA","NA","0","NA","0","NA","0","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","2","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","0","NA","NA","NA","2","NA","NA","NA","0","NA","NA","NA","2","NA","Mon Mar 31 14:26:54 2025","A template containing a practice and an experimental phase","yes","0","NA","square","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","2","2","2","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-30.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","q","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","102301","NA","102301","NA","NA","NA","NA","845","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","30","even","482313","NA","NA","833954","835460","NA","NA","NA","834457","NA","NA","NA","600498","NA","NA","839462","NA","NA","498196","NA","NA","842466","NA","NA","NA","2688","NA","NA","NA","2691","493148","NA","835964","NA","NA","NA","NA","NA","NA","NA","NA","493153","481467","NA","NA","842961","NA","NA","NA","NA","NA","842963","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","842461","NA","808861","NA","NA","NA","836463","NA","NA","NA","NA","NA","NA","NA","833950","NA","Extended template","0","0","0","yes","1024","JAR"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","3","3","NA","NA","NA","3","NA","NA","NA","0","0","0","3","NA","0","0","0","0","3","NA","NA","NA","0","NA","0","NA","0","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","3","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","0","NA","NA","NA","3","NA","NA","NA","0","NA","NA","NA","3","NA","Mon Mar 31 14:26:54 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","3","2","3","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-30.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","q","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","102301","NA","102301","NA","NA","NA","NA","845","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","30","even","482313","NA","NA","844750","846256","NA","NA","NA","845253","NA","NA","NA","600498","NA","NA","850258","NA","NA","498196","NA","NA","853755","NA","NA","NA","2688","NA","NA","NA","2691","493148","NA","846760","NA","NA","NA","NA","NA","NA","NA","NA","493153","481467","NA","NA","854251","NA","NA","NA","NA","NA","854253","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","851757","NA","808861","NA","NA","NA","847259","NA","NA","NA","NA","NA","NA","NA","844746","NA","Extended template","0","0","0","yes","1024","PEN"
"NA","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","4","4","NA","NA","NA","4","NA","NA","NA","0","0","0","4","NA","0","0","0","0","4","NA","NA","NA","0","NA","0","NA","0","2","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","4","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","0","NA","NA","NA","4","NA","NA","NA","0","NA","NA","NA","4","NA","Mon Mar 31 14:26:54 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","4","2","4","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-30.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","q","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","102301","NA","102301","NA","NA","NA","NA","845","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","30","even","482313","NA","NA","856056","857562","NA","NA","NA","856559","NA","NA","NA","600498","NA","NA","861564","NA","NA","498196","NA","NA","865062","NA","NA","NA","2688","NA","NA","NA","2691","493148","NA","858066","NA","NA","NA","NA","NA","NA","NA","NA","493153","481467","NA","NA","865557","NA","NA","NA","NA","NA","865559","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","863063","NA","808861","NA","NA","NA","858565","NA","NA","NA","NA","NA","NA","NA","856052","NA","Extended template","0","0","0","yes","1024","SEA"
"NA","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","5","5","NA","NA","NA","5","NA","NA","NA","0","0","0","5","NA","0","0","0","0","5","NA","NA","NA","0","NA","0","NA","0","2","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","5","NA","NA","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","0","NA","NA","NA","5","NA","NA","NA","0","NA","NA","NA","5","NA","Mon Mar 31 14:26:54 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","5","2","5","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-30.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","q","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","102301","NA","102301","NA","NA","NA","NA","845","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","30","even","482313","NA","NA","867345","868851","NA","NA","NA","867848","NA","NA","NA","600498","NA","NA","872853","NA","NA","498196","NA","NA","876350","NA","NA","NA","2688","NA","NA","NA","2691","493148","NA","869355","NA","NA","NA","NA","NA","NA","NA","NA","493153","481467","NA","NA","876846","NA","NA","NA","NA","NA","876848","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","873352","NA","808861","NA","NA","NA","869854","NA","NA","NA","NA","NA","NA","NA","867341","NA","Extended template","0","0","0","yes","1024","CAR"
"NA","2995","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","6","6","NA","NA","NA","6","NA","NA","NA","0","0","0","6","NA","0","0","0","0","6","NA","NA","NA","0","NA","0","NA","0","2","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","6","NA","NA","NA","NA","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","0","NA","NA","NA","6","NA","NA","NA","0","NA","NA","NA","6","NA","Mon Mar 31 14:26:54 2025","A template containing a practice and an experimental phase","yes","0","NA","square","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","6","2","6","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-30.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","q","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","102301","NA","102301","NA","NA","NA","NA","845","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","30","even","482313","NA","NA","878635","880141","NA","NA","NA","879138","NA","NA","NA","600498","NA","NA","884143","NA","NA","498196","NA","NA","887149","NA","NA","NA","2688","NA","NA","NA","2691","493148","NA","880645","NA","NA","NA","NA","NA","NA","NA","NA","493153","481467","NA","NA","887644","NA","NA","NA","NA","NA","887646","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","887142","NA","808861","NA","NA","NA","881144","NA","NA","NA","NA","NA","NA","NA","878631","NA","Extended template","0","0","0","yes","1024","FOX"
"NA","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","7","7","NA","NA","NA","7","NA","NA","NA","0","0","0","7","NA","0","0","0","0","7","NA","NA","NA","0","NA","0","NA","0","2","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","7","NA","NA","NA","NA","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","0","NA","NA","NA","7","NA","NA","NA","0","NA","NA","NA","7","NA","Mon Mar 31 14:26:54 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","7","2","7","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-30.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","q","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","102301","NA","102301","NA","NA","NA","NA","845","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","30","even","482313","NA","NA","889433","890939","NA","NA","NA","889936","NA","NA","NA","600498","NA","NA","894941","NA","NA","498196","NA","NA","898439","NA","NA","NA","2688","NA","NA","NA","2691","493148","NA","891443","NA","NA","NA","NA","NA","NA","NA","NA","493153","481467","NA","NA","898934","NA","NA","NA","NA","NA","898936","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","895440","NA","808861","NA","NA","NA","891942","NA","NA","NA","NA","NA","NA","NA","889429","NA","Extended template","0","0","0","yes","1024","MUG"
"NA","2995","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","8","8","NA","NA","NA","8","NA","NA","NA","0","0","0","8","NA","0","0","0","0","8","NA","NA","NA","0","NA","0","NA","0","2","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","8","NA","NA","NA","NA","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8","NA","0","NA","NA","NA","8","NA","NA","NA","0","NA","NA","NA","8","NA","Mon Mar 31 14:26:54 2025","A template containing a practice and an experimental phase","yes","0","NA","square","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","8","2","8","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-30.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","q","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","102301","NA","102301","NA","NA","NA","NA","845","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","30","even","482313","NA","NA","900722","902228","NA","NA","NA","901225","NA","NA","NA","600498","NA","NA","906230","NA","NA","498196","NA","NA","909249","NA","NA","NA","2688","NA","NA","NA","2691","493148","NA","902732","NA","NA","NA","NA","NA","NA","NA","NA","493153","481467","NA","NA","909744","NA","NA","NA","NA","NA","909746","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","909229","NA","808861","NA","NA","NA","903231","NA","NA","NA","NA","NA","NA","NA","900718","NA","Extended template","0","0","0","yes","1024","TOY"
"NA","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","9","9","NA","NA","NA","9","NA","NA","NA","0","0","0","9","NA","0","0","0","0","9","NA","NA","NA","0","NA","0","NA","0","2","NA","9","NA","NA","NA","NA","NA","NA","NA","NA","2","0","0","NA","9","NA","NA","NA","NA","NA","9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9","NA","0","NA","NA","NA","9","NA","NA","NA","0","NA","NA","NA","9","NA","Mon Mar 31 14:26:54 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","9","2","9","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-30.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","q","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","102301","NA","102301","NA","NA","NA","NA","845","NA","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","30","even","482313","NA","NA","911530","913037","NA","NA","NA","912034","NA","NA","NA","600498","NA","NA","917039","NA","NA","498196","NA","NA","920537","NA","NA","NA","2688","NA","NA","NA","2691","493148","NA","913541","NA","NA","NA","NA","NA","NA","NA","NA","493153","481467","NA","NA","921032","NA","NA","NA","NA","NA","921034","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","917538","NA","808861","NA","NA","NA","914040","NA","NA","NA","NA","NA","NA","NA","911526","NA","Extended template","0","0","0","yes","1024","SUN"
